;Name;Worldwide;MovieType;Director;Duration;Year;Country
1491;Clash of the Titans;493214993;Aksiyon;Louis Leterrier;106;2010;ABD
1492;The King's Speech;423999102;Dram;Tom Hooper;118;2010;Multi Nation
1493;The Karate Kid;359126022;Aile;Harald Zwart;140;2010;Multi Nation
1494;Black Swan;329398046;Dram;Darren Aronofsky;108;2010;ABD
1495;Megamind;321885765;Animasyon;Tom McGrath;96;2010;ABD
1496;Robin Hood;321669741;Aksiyon;Ridley Scott;140;2010;Multi Nation
1497;Robin Hood;321669741;Aksiyon;Otto Bathurst;116;2018;ABD
1498;Robin Hood;86489031;Aksiyon;Ridley Scott;140;2010;Multi Nation
1499;Robin Hood;86489031;Aksiyon;Otto Bathurst;116;2018;ABD
1500;Little Fockers;310650585;Komedi;Paul Weitz;98;2010;ABD
1501;Resident Evil: Afterlife;300228084;Bilim Kurgu;Paul W.S. Anderson;97;2010;Multi Nation
1502;Shutter Island;294804195;Dram;Martin Scorsese;138;2010;ABD
1503;Salt;293503354;Aksiyon;Phillip Noyce;100;2010;ABD
1504;The Tourist;278780441;Aksiyon;Florian Henckel von Donnersmarck;103;2010;Multi Nation
1505;The Expendables;274470394;Aksiyon;Sylvester Stallone;103;2010;Multi Nation
1506;Grown Ups;271430189;Komedi;Dennis Dugan;102;2010;ABD
1507;True Grit;252276927;Dram;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";110;2010;ABD
1508;Gulliver's Travels;237382724;Aile;Rob Letterman;85;2010;ABD
1509;The Social Network;224920315;Dram;David Fincher;121;2010;ABD
1510;Valentine's Day;216485654;Komedi;Garry Marshall;125;2010;ABD
1511;The Sorcerer's Apprentice;215283742;Aksiyon;Jon Turteltaub;109;2010;ABD
1512;Due Date;211780824;Dram;Todd Phillips;95;2010;ABD
1513;Eat Pray Love;204594016;Dram;Ryan Murphy;133;2010;ABD
1514;Yogi Bear;203509374;Animasyon;Eric Brevig;80;2010;ABD
1515;Paranormal Activity 2;177512032;Gizem;Tod Williams;91;2010;ABD
1516;The A-Team;177238796;Aksiyon;Joe Carnahan;117;2010;ABD
1517;The Other Guys;170458922;Aksiyon;Adam McKay;107;2010;ABD
1518;Unstoppable;167805466;Aksiyon;Tony Scott;98;2010;ABD
1519;Step Up 3D;159291809;Dram;Jon M. Chu;107;2010;ABD
1520;The Town;154026136;Dram;Ben Affleck;125;2010;Multi Nation
1521;Date Night;152263880;Aksiyon;Shawn Levy;88;2010;ABD
1522;Legend of the Guardians: The Owls of Ga'Hoole;140073390;Animasyon;Zack Snyder;97;2010;Multi Nation
1523;The Wolfman;139789765;Dram;Joe Johnston;102;2010;ABD
1524;The Bounty Hunter;136333522;Aksiyon;Andy Tennant;110;2010;ABD
1525;Wall Street: Money Never Sleeps;134748021;Dram;Oliver Stone;133;2010;ABD
1526;The Adjustment Bureau;127869379;Bilim Kurgu;George Nolfi;106;2011;ABD
1527;Predators;127233108;Bilim Kurgu;Nimród Antal;107;2010;ABD
1528;Dear John;114984666;Dram;Lasse Hallström;108;2010;ABD
1529;Tooth Fairy;112462508;Aile;Michael Lembeck;101;2010;Multi Nation
1530;Sanctum;108609310;Aksiyon;Alister Grierson;108;2011;Multi Nation
1531;Hereafter;106956330;Dram;Clint Eastwood;129;2010;ABD
1532;Life as We Know It;105734416;Dram;Greg Berlanti;114;2010;ABD
1533;Love & Other Drugs;102820008;Dram;Edward Zwick;112;2010;ABD
1534;Aftershock;100293273;Dram;Xiaogang Feng;17;2010;Çin
1535;Killers;98159963;Aksiyon;Robert Luketic;100;2010;ABD
1536;Kick-Ass;96188903;Aksiyon;Matthew Vaughn;117;2010;Multi Nation
1537;Burlesque;89519773;Dram;Steve Antin;119;2010;ABD
1538;The Last Song;89137047;Aile;Julie Anne Robinson;107;2010;ABD
1539;Vampires Suck;80547866;Komedi;"Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";82;2010;ABD
1540;Diary of a Wimpy Kid;76196538;Aile;Thor Freudenthal;92;2010;Multi Nation
1541;Easy A;75026216;Komedi;Will Gluck;92;2010;ABD
1542;The Last Exorcism;69432527;Gerilim;Daniel Stamm;87;2010;Multi Nation
1543;Takers;69055695;Aksiyon;John Luessenhop;107;2010;ABD
1544;Legion;67918658;Aksiyon;Scott Charles Stewart;100;2010;ABD
1545;The American;67876281;Dram;Anton Corbijn;104;2010;Multi Nation
1546;The Next Three Days;67448651;Dram;Paul Haggis;133;2010;Multi Nation
1547;Skyline;66984887;Bilim Kurgu;"Colin Strause
                                        ,                                                                                                                     Greg Strause";92;2010;ABD
1548;Hot Tub Time Machine;64735752;Bilim Kurgu;Steve Pink;101;2010;ABD
1549;Devil;62695489;Gerilim;"John Erick Dowdle
                                        ,                                                                                                                     Drew Dowdle";80;2010;ABD
1550;127 Hours;60738797;Dram;Danny Boyle;94;2010;Multi Nation
1551;The Ghost Writer;60331447;Gerilim;Roman Polanski;128;2010;Multi Nation
1552;Secretariat;60321861;Dram;Randall Wallace;123;2010;ABD
1553;Morning Glory;60040976;Dram;Roger Michell;107;2010;ABD
1554;Remember Me;56032889;Dram;Allen Coulter;113;2010;ABD
1555;Cop Out;55611001;Aksiyon;Kevin Smith;107;2010;ABD
1556;The Crazies;54806823;Aksiyon;Breck Eisner;101;2010;ABD
1557;From Paris with Love;52830951;Aksiyon;Pierre Morel;92;2010;Multi Nation
1558;Daybreakers;51416464;Bilim Kurgu;"Michael Spierig
                                        ,                                                                                                                     Peter Spierig";98;2009;Multi Nation
1559;The Switch;49830607;Dram;"Josh Gordon
                                        ,                                                                                                                     Will Speck";101;2010;ABD
1560;She's Out of My League;49779728;Komedi;Jim Field Smith;104;2010;ABD
1561;Charlie St. Cloud;48190704;Dram;Burr Steers;99;2010;ABD
1562;Machete;45491656;Aksiyon;"Robert Rodriguez
                                        ,                                                                                                                     Ethan Maniquis";105;2010;ABD
1563;When in Rome;43053376;Fantastik;Mark Steven Johnson;91;2010;Multi Nation
1564;Faster;35626958;Aksiyon;George Tillman Jr.;98;2010;ABD
1565;The Kids Are All Right;34705850;Dram;Lisa Cholodenko;106;2010;ABD
1566;Leap Year;32686500;Komedi;Anand Tucker;100;2010;Multi Nation
1567;You Again;32054369;Komedi;Andy Fickman;105;2010;ABD
1568;The Losers;29397654;Aksiyon;Sylvain White;97;2010;ABD
1569;Ramona and Beezus;27293743;Aile;Elizabeth Allen;103;2010;ABD
1570;Let Me In;27093592;Dram;Matt Reeves;116;2010;Multi Nation
1571;Biutiful;25147786;Dram;Alejandro González Iñárritu;148;2010;Multi Nation
1572;The Way Back;24172201;Dram;Peter Weir;133;2010;ABD
1573;The Way Back;15490514;Dram;Peter Weir;133;2010;ABD
1574;A Thousand Words;22044277;Dram;Brian Robbins;91;2012;ABD
1575;Just Wright;21584424;Dram;Sanaa Hamri;100;2010;ABD
1576;Country Strong;20529194;Dram;Shana Feste;117;2010;ABD
1577;Hello Ghost;19774455;Dram;Yeong-tak Kim;111;2010;Güney Kore
1578;Another Year;19722766;Dram;Mike Leigh;129;2010;Multi Nation
1579;Youth in Revolt;19651093;Komedi;Miguel Arteta;87;2009;ABD
1580;Buried;19439764;Dram;Rodrigo Cortés;94;2010;Multi Nation
1581;Norwegian Wood;19115721;Dram;Anh Hung Tran;133;2010;Japonya
1582;Fast Five;626137675;Aksiyon;Justin Lin;130;2011;ABD
1583;The Smurfs;563749323;Animasyon;Raja Gosnell;103;2011;ABD
1584;Cars 2;559852396;Animasyon;"John Lasseter
                                        ,                                                                                                                     Brad Lewis";106;2011;ABD
1585;Rio;483866518;Animasyon;Carlos Saldanha;96;2011;ABD
1586;Rise of the Planet of the Apes;481800873;Bilim Kurgu;Rupert Wyatt;105;2011;ABD
1587;Thor;449326618;Aksiyon;Kenneth Branagh;115;2011;ABD
1588;The Intouchables;426588510;Dram;"Olivier Nakache
                                        ,                                                                                                                     Éric Toledano";112;2011;Fransa
1589;Captain America: The First Avenger;370569774;Bilim Kurgu;Joe Johnston;126;2011;ABD
1590;X-Men: First Class;352616690;Bilim Kurgu;Matthew Vaughn;132;2011;ABD
1591;Real Steel;299268508;Bilim Kurgu;Shawn Levy;127;2011;Multi Nation
1592;Bridesmaids;288383523;Komedi;Paul Feig;125;2011;ABD
1593;Super 8;260095986;Bilim Kurgu;J.J. Abrams;112;2011;ABD
1594;Rango;245724603;Animasyon;Gore Verbinski;107;2011;ABD
1595;Green Lantern;237201172;Bilim Kurgu;Martin Campbell;114;2011;ABD
1596;The Green Hornet;227817248;Aksiyon;Michel Gondry;119;2011;ABD
1597;Immortals;226904017;Aksiyon;Tarsem Singh;110;2011;ABD
1598;The Help;216639112;Dram;Tate Taylor;146;2011;ABD
1599;Bad Teacher;216197492;Komedi;Jake Kasdan;92;2011;ABD
1600;Horrible Bosses;209838559;Komedi;Seth Gordon;98;2011;ABD
1601;Paranormal Activity 3;207039844;Gizem;"Tod Williams
                                        ,                                                                                                                     Henry Joost
                                        ,                                                                                                                     Ariel Schulman";94;2011;ABD
1602;Mr. Popper's Penguins;187361754;Aile;Mark Waters;94;2011;ABD
1603;Hugo;185770160;Aile;Martin Scorsese;126;2011;Multi Nation
1604;War Horse;177584879;Dram;Steven Spielberg;146;2011;ABD
1605;The Descendants;177243185;Dram;"Alexander Payne
                                        ,                                                                                                                     Jim Rash";115;2011;ABD
1606;In Time;173930596;Bilim Kurgu;Andrew Niccol;109;2011;ABD
1607;The Muppets;165184237;Komedi;James Bobin;103;2011;ABD
1608;Limitless;161849455;Bilim Kurgu;Neil Burger;105;2011;ABD
1609;Johnny English Reborn;160078586;Aksiyon;Oliver Parker;101;2011;?ngiltere
1610;Final Destination 5;157887643;Gizem;Steven Quale;92;2011;ABD
1611;Tower Heist;152930623;Aksiyon;Brett Ratner;104;2011;ABD
1612;Midnight in Paris;151672318;Fantastik;Woody Allen;94;2011;Multi Nation
1613;I Am Number Four;149878437;Bilim Kurgu;D.J. Caruso;109;2011;ABD
1614;No Strings Attached;149228077;Komedi;Ivan Reitman;107;2011;ABD
1615;Arthur Christmas;147419472;Animasyon;"Barry Cook
                                        ,                                                                                                                     Sarah Smith";97;2011;Multi Nation
1616;Source Code;147332697;Bilim Kurgu;Duncan Jones;94;2011;Multi Nation
1617;New Year's Eve;142044638;Komedi;Garry Marshall;118;2011;ABD
1618;Contagion;136515867;Bilim Kurgu;Steven Soderbergh;106;2011;ABD
1619;Unknown;135710029;Aksiyon;Jaume Collet-Serra;113;2011;Multi Nation
1620;Unknown;135710029;Gerilim;Simon Brand;98;2006;ABD
1621;The Artist;133432856;Dram;Michel Hazanavicius;100;2011;Multi Nation
1622;The Iron Lady;115890699;Dram;Phyllida Lloyd;105;2011;Multi Nation
1623;Moneyball;110206216;Dram;Bennett Miller;133;2011;ABD
1624;Insidious;99557032;Gerilim;James Wan;103;2010;Multi Nation
1625;Justin Bieber: Never Say Never;99036827;Aile;Jon M. Chu;105;2011;ABD
1626;Paul;97984015;Bilim Kurgu;Greg Mottola;104;2011;Multi Nation
1627;Scream 4;97138686;Gizem;Wes Craven;111;2011;ABD
1628;The Rite;96560591;Dram;Mikael Håfström;114;2011;Multi Nation
1629;Red Riding Hood;90260376;Aksiyon;Catherine Hardwicke;100;2011;Multi Nation
1630;Sucker Punch;89792502;Aksiyon;Zack Snyder;110;2011;Multi Nation
1631;The Lincoln Lawyer;86752352;Dram;Brad Furman;119;2011;ABD
1632;Hall Pass;86157237;Komedi;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";105;2011;ABD
1633;J. Edgar;84920539;Dram;Clint Eastwood;137;2011;ABD
1634;Big Mommas: Like Father, Like Son;82686066;Aksiyon;John Whitesell;107;2011;ABD
1635;Abduction;82087155;Aksiyon;John Singleton;106;2011;ABD
1636;Drive;76976666;Dram;Nicolas Winding Refn;100;2011;ABD
1637;The Ides of March;76338111;Dram;George Clooney;95;2011;ABD
1638;The Mechanic;76130093;Aksiyon;Simon West;93;2011;ABD
1639;The Change-Up;75450437;Komedi;David Dobkin;112;2011;ABD
1640;Larry Crowne;75055070;Dram;Tom Hanks;98;2011;Multi Nation
1641;Diary of a Wimpy Kid: Rodrick Rules;72526996;Aile;David Bowers;99;2011;ABD
1642;The Dilemma;69721966;Dram;Ron Howard;111;2011;ABD
1643;Something Borrowed;65100369;Dram;Luke Greenfield;112;2011;ABD
1644;The Darkest Hour;64626786;Bilim Kurgu;Chris Gorak;89;2011;Multi Nation
1645;Hanna;63782078;Aksiyon;Joe Wright;111;2011;Multi Nation
1646;Conan the Barbarian;63523283;Aksiyon;Marcus Nispel;113;2011;ABD
1647;Colombiana;63458440;Aksiyon;Olivier Megaton;108;2011;Fransa
1648;One Day;59389433;Dram;Lone Scherfig;107;2011;Multi Nation
1649;Killer Elite;57084522;Aksiyon;Gary Mckendry;116;2011;Multi Nation
1650;Arthur;48147945;Komedi;Jason Winer;110;2011;ABD
1651;Soul Surfer;47120948;Aile;Sean McNamara;112;2011;ABD
1652;Beastly;43202283;Dram;Daniel Barnz;86;2011;ABD
1653;50/50;41097853;Dram;Jonathan Levine;100;2011;ABD
1654;Fright Night;41002607;Komedi;Craig Gillespie;106;2011;Multi Nation
1655;The Roommate;40492652;Dram;Christian E. Christiansen;91;2011;ABD
1656;Dream House;39984400;Dram;Jim Sheridan;84;2011;Multi Nation
1657;Monte Carlo;39782683;Komedi;Thomas Bezucha;109;2011;Multi Nation
1658;The Eagle;37989684;Dram;Kevin Macdonald;114;2011;ABD
1659;The Sitter;34942188;Gerilim;Russell Mulcahy;90;2007;ABD
1660;Bodyguard;31516209;Aksiyon;Siddique;134;2011;Hindistan
1661;The Thing;31505287;Bilim Kurgu;Matthijs Van Heijningen Jr.;103;2011;Multi Nation
1662;I Don't Know How She Does It;31410151;Komedi;Douglas McGrath;89;2011;ABD
1663;Carnage;30722632;Dram;Roman Polanski;80;2011;Multi Nation
1664;A Dangerous Method;30519436;Dram;David Cronenberg;99;2011;Multi Nation
1665;What's Your Number?;30426096;Komedi;Mark Mylod;106;2011;ABD
1666;The Rum Diary;30134958;Dram;Bruce Robinson;120;2011;Multi Nation
1667;Your Highness;28013733;Aksiyon;David Gordon Green;102;2011;ABD
1668;Apollo 18;26236153;Bilim Kurgu;"Gonzalo López-Gallego
                                        ,                                                                                                                     Gonzalo López";86;2011;Multi Nation
1669;Eyyvah Eyvah 2;24792348;Komedi;Hakan Algül;106;2011;Türkiye
1670;Warrior;23308615;Aksiyon;"Gavin O'Connor
                                        ,                                                                                                                     Michael F. Sears";140;2011;ABD
1671;Skyfall;1108561013;Aksiyon;Sam Mendes;143;2012;Multi Nation
1672;The Dark Knight Rises;1084939099;Aksiyon;Christopher Nolan;165;2012;ABD
1673;The Hobbit: An Unexpected Journey;1017003568;Aksiyon;Peter Jackson;169;2012;ABD
1674;Ice Age: Continental Drift;877244782;Animasyon;"Steve Martino
                                        ,                                                                                                                     Mike Thurmeier";88;2012;ABD
1675;The Amazing Spider-Man;757930663;Aksiyon;Marc Webb;136;2012;ABD
1676;The Hunger Games;694394724;Bilim Kurgu;Gary Ross;142;2012;ABD
1677;Men in Black 3;654213485;Bilim Kurgu;Barry Sonnenfeld;106;2012;ABD
1678;Life of Pi;609016565;Dram;Ang Lee;127;2012;Multi Nation
1679;Ted;549368315;Fantastik;Seth MacFarlane;107;2012;ABD
1680;Brave;538983207;Animasyon;"Brenda Chapman
                                        ,                                                                                                                     Mark Andrews";93;2012;ABD
1681;Wreck-It Ralph;471222889;Animasyon;Rich Moore;101;2012;ABD
1682;Django Unchained;425368238;Dram;Quentin Tarantino;165;2012;ABD
1683;Prometheus;403354469;Bilim Kurgu;Ridley Scott;124;2012;Multi Nation
1684;Taken 2;376141306;Aksiyon;Olivier Megaton;91;2012;Multi Nation
