;Name;Worldwide;Domestic;MovieType;Duration;Year;Country;Director;Continent
297;Punch-Drunk Love;24665649;17844216;Dram;96;2002;ABD;Paul Thomas Anderson;ABD
298;Dark Water;24010000;;Gizem;105;2005;ABD;Walter Salles;ABD
299;25th Hour;23928503;13084595;Dram;135;2002;ABD;Spike Lee;ABD
300;Antwone Fisher;23367586;21078145;Dram;120;2002;ABD;Denzel Washington;ABD
301;Ali G Indahouse;23280529;;Komedi;85;2002;Multi Nation;Mark Mylod;Multi Nation
302;White Oleander;21672284;16357770;Dram;109;2002;Multi Nation;Peter Kosminsky;Multi Nation
303;S1m0ne;19576023;9688676;Bilim Kurgu;117;2002;ABD;Andrew Niccol;ABD
304;Tuck Everlasting;19344615;19161999;Aile;90;2002;ABD;Jay Russell;ABD
305;Feardotcom;18902015;13258249;Gerilim;101;2002;Multi Nation;William Malone;Multi Nation
306;The Last Kiss;17720347;1048950;Dram;115;2006;ABD;Tony Goldwyn;ABD
307;Frailty;17423030;13110448;Dram;100;2001;Multi Nation;Bill Paxton;Multi Nation
308;The Good Girl;16856124;14018296;Dram;93;2002;Multi Nation;Miguel Arteta;Multi Nation
309;Femme Fatale;16838910;6630252;Gerilim;114;2002;Multi Nation;Brian De Palma;Multi Nation
310;They;16446271;12840842;Gerilim;89;2002;ABD;Robert Harmon;ABD
311;The Magdalene Sisters;16373112;306989;Dram;119;2002;Multi Nation;Peter Mullan;Multi Nation
312;The Emperor's Club;16318449;14118751;Dram;108;2002;ABD;Michael Hoffman;ABD
313;Rabbit-Proof Fence;16217411;6199600;Dram;94;2002;Avustralya;Phillip Noyce;Australia
314;Undisputed;14946150;12764657;Dram;96;2002;ABD;Walter Hill;ABD
315;Possession;14815898;10113733;Gerilim;86;2009;ABD;Joel Bergvall;ABD
316;Possession;14815898;10113733;Dram;102;2002;Multi Nation;Neil LaBute;Multi Nation
317;Trapped;13414416;7073251;Aksiyon;106;2002;Multi Nation;Luis Mandoki;Multi Nation
318;Long Time Dead;13102295;;Gerilim;94;2002;Multi Nation;Marcus Adams;Multi Nation
319;Sorority Boys;12517488;10200032;Komedi;93;2002;ABD;Wallace Wolodarsky;ABD
320;The Eye;12165016;512049;Dram;98;2008;ABD;David Moreau;ABD
321;The Eye;58010320;31418697;Dram;98;2008;ABD;David Moreau;ABD
322;The Lord of the Rings: The Return of the King;1140682011;377027325;Aksiyon;263;2003;ABD;Peter Jackson;ABD
323;Finding Nemo;871014978;339714978;Animasyon;100;2003;ABD;Andrew Stanton;ABD
324;The Matrix Reloaded;739412035;281576461;Bilim Kurgu;138;2003;ABD;Lilly Wachowski;ABD
325;Bruce Almighty;484592874;242829261;Fantastik;160;2003;ABD;Tom Shadyac;ABD
326;The Last Samurai;454627263;111127263;Aksiyon;154;2003;Multi Nation;Edward Zwick;Multi Nation
327;Terminator 3: Rise of the Machines;433371112;150371112;Bilim Kurgu;109;2003;Multi Nation;Jonathan Mostow;Multi Nation
328;The Matrix Revolutions;427343298;139313948;Bilim Kurgu;129;2003;ABD;Lilly Wachowski;ABD
329;X2;407711549;214949694;Bilim Kurgu;133;2003;ABD;Bryan Singer;ABD
330;Something's Gotta Give;265328738;124728738;Dram;128;2003;ABD;Nancy Meyers;ABD
331;Charlie's Angels: Full Throttle;259175788;100830111;Aksiyon;106;2003;ABD;McG;ABD
332;The Village;256697520;114197520;Dram;108;2004;ABD;M. Night Shyamalan;ABD
333;Brother Bear;250397798;85336277;Animasyon;85;2003;ABD;Aaron Blaise;ABD
334;Hulk;245285165;132177234;Bilim Kurgu;138;2003;ABD;Ang Lee;ABD
335;Love Actually;244931766;59696144;Dram;135;2003;Multi Nation;Richard Curtis;Multi Nation
336;2 Fast 2 Furious;236350661;127154901;Aksiyon;108;2003;Multi Nation;John Singleton;Multi Nation
337;Scary Movie 3;220673217;110003217;Komedi;84;2003;ABD;David Zucker;ABD
338;S.W.A.T.;207725639;116934650;Aksiyon;117;2003;ABD;Clark Johnson;ABD
339;Anger Management;195745823;135645823;Komedi;106;2003;ABD;Peter Segal;ABD
340;The Haunted Mansion;182290266;75847266;Aile;88;2003;ABD;Rob Minkoff;ABD
341;The League of Extraordinary Gentlemen;179265204;66465204;Bilim Kurgu;110;2003;Multi Nation;Stephen Norrington;Multi Nation
342;Daredevil;179179718;102543518;Aksiyon;103;2003;ABD;Mark Steven Johnson;ABD
343;The Italian Job;176070171;106128601;Aksiyon;110;2003;Multi Nation;F. Gary Gray;Multi Nation
344;Cold Mountain;173013509;95636509;Dram;154;2003;Multi Nation;Anthony Minghella;Multi Nation
345;Daddy Day Care;164433867;104297061;Aile;92;2003;ABD;Steve Carr;ABD
346;Freaky Friday;160846332;110230332;Aile;97;2003;ABD;Mark Waters;ABD
347;Johnny English;160466000;28082366;Aksiyon;88;2003;?ngiltere;Peter Howitt;Europe
348;Mystic River;156595191;90135191;Dram;138;2003;ABD;Clint Eastwood;ABD
349;Seabiscuit;148336445;120277854;Dram;141;2003;ABD;Gary Ross;ABD
350;Gothika;141591324;59694580;Gerilim;98;2003;ABD;Mathieu Kassovitz;ABD
351;Mona Lisa Smile;141337989;63860942;Dram;117;2003;ABD;Mike Newell;ABD
352;Big Fish;123218424;66809693;Dram;125;2003;ABD;Tim Burton;ABD
353;Peter Pan;121975011;48462608;Aile;113;2003;Multi Nation;P.J. Hogan;Multi Nation
354;Intolerable Cruelty;120801243;35327628;Komedi;100;2003;ABD;Joel Coen;ABD
355;Lost in Translation;118685453;44585453;Dram;102;2003;Multi Nation;Sofia Coppola;Multi Nation
356;Paycheck;117248958;53790451;Bilim Kurgu;119;2003;Multi Nation;John Woo;Multi Nation
357;Freddy vs. Jason;116632628;82622655;Korku;97;2003;ABD;Ronny Yu;ABD
358;The Texas Chainsaw Massacre;107071655;80571655;Korku;98;2003;ABD;Marcus Nispel;ABD
359;Just Married;101564935;56127162;Komedi;95;2003;Multi Nation;Shawn Levy;Multi Nation
360;The Recruit;101191884;52802140;Aksiyon;115;2003;ABD;Roger Donaldson;ABD
361;Phone Booth;97837138;46566212;Gerilim;81;2002;ABD;Joel Schumacher;ABD
362;Underworld;95708457;51970690;Aksiyon;122;2003;Multi Nation;Len Wiseman;Multi Nation
363;Final Destination 2;90941129;46961214;Gizem;90;2003;ABD;David R. Ellis;ABD
364;Identity;90259536;52159536;Gerilim;90;2003;ABD;James Mangold;ABD
365;Kangaroo Jack;88929111;66934963;Aile;89;2003;Multi Nation;David McNally;Multi Nation
366;Shanghai Knights;88323487;60476872;Aksiyon;115;2003;Multi Nation;David Dobkin;Multi Nation
367;Old School;87135520;75585093;Komedi;88;2003;ABD;Todd Phillips;ABD
368;The Rundown;80657921;47726342;Aksiyon;104;2003;ABD;Peter Berg;ABD
369;Runaway Jury;80154140;49443628;Dram;127;2003;ABD;Gary Fleder;ABD
370;Dreamcatcher;75715436;33715436;Bilim Kurgu;136;2003;ABD;Lawrence Kasdan;ABD
371;The Core;73498611;31186896;Bilim Kurgu;136;2003;Multi Nation;Jon Amiel;Multi Nation
372;Holes;71406573;67406573;Aile;117;2003;ABD;Andrew Davis;ABD
373;Looney Tunes: Back in Action;68514844;20991364;Animasyon;93;2003;ABD;Joe Dante;ABD
374;Open Range;68296293;58331254;Aksiyon;139;2003;Multi Nation;Kevin Costner;Multi Nation
375;Matchstick Men;65565672;36906460;Dram;116;2003;ABD;Ridley Scott;ABD
376;Taxi 3;65497208;497208;Aksiyon;82;2003;Fransa;Gérard Krawczyk;Europe
377;Jeepers Creepers 2;63102666;35667218;Korku;104;2003;ABD;Victor Salva;ABD
378;Honey;62228395;30308417;Dram;94;2003;ABD;Bille Woodruff;ABD
379;21 Grams;60427839;16290476;Dram;124;2003;ABD;Alejandro González Iñárritu;ABD
380;Agent Cody Banks;58795814;47938330;Aile;102;2003;Multi Nation;Harald Zwart;Multi Nation
381;Monster;58469210;34469210;Dram;109;2003;ABD;Patty Jenkins;ABD
382;Monster;13910991;;Dram;109;2003;ABD;Patty Jenkins;ABD
383;Hollywood Homicide;51142659;30940691;Aksiyon;116;2003;ABD;Ron Shelton;ABD
384;National Security;50097949;36381186;Aksiyon;89;2003;Multi Nation;Jon Amiel;Multi Nation
385;Secondhand Lions;48249017;42070939;Aile;111;2003;ABD;Tim McCanlies;ABD
386;Darkness Falls;47488536;32551396;Gerilim;86;2003;Multi Nation;Jonathan Liebesman;Multi Nation
387;Torque;46546197;21215059;Aksiyon;84;2004;Multi Nation;Joseph Kahn;Multi Nation
388;Uptown Girls;44617342;37182494;Aile;92;2003;ABD;Boaz Yakin;ABD
389;A Man Apart;44350926;26736098;Aksiyon;109;2003;Multi Nation;F. Gary Gray;Multi Nation
390;Timeline;43935763;19481943;Bilim Kurgu;116;2003;ABD;Richard Donner;ABD
391;Basic;42792561;26793311;Aksiyon;98;2003;Multi Nation;John McTiernan;Multi Nation
392;Dumb and Dumberer: When Harry Met Lloyd;39267515;26276465;Komedi;85;2003;ABD;Troy Miller;ABD
393;Bulletproof Monk;37713879;23358708;Aksiyon;104;2003;ABD;Paul Hunter;ABD
394;The Medallion;34268701;22219192;Aksiyon;88;2003;Multi Nation;Gordon Chan;Multi Nation
395;Cabin Fever;30553394;21158188;Korku;97;2002;ABD;Eli Roth;ABD
396;Cold Creek Manor;29119434;21386011;Gerilim;118;2003;Multi Nation;Mike Figgis;Multi Nation
397;Wrong Turn;28650575;15418790;Gerilim;84;2003;Multi Nation;Rob Schmidt;Multi Nation
398;The Human Stain;22954068;5381908;Dram;106;2003;Multi Nation;Robert Benton;Multi Nation
399;Duplex;19322135;9692135;Komedi;89;2003;Multi Nation;Danny DeVito;Multi Nation
400;My Boss's Daughter;18191005;15550605;Komedi;83;2003;ABD;David Zucker;ABD
401;The New World;17823920;;Dram;151;2005;ABD;Terrence Malick;ABD
402;House of Sand and Fog;16763804;13040288;Dram;126;2003;ABD;Vadim Perelman;ABD
403;Dogville;16680836;1535286;Dram;178;2003;Multi Nation;Lars von Trier;Multi Nation
404;The Dreamers;15121165;2532228;Dram;115;2003;Multi Nation;Bernardo Bertolucci;Multi Nation
405;Oldboy;14980005;707481;Aksiyon;104;2013;ABD;Spike Lee;ABD
406;Kal Ho Naa Ho;13200241;1991922;Dram;186;2003;Multi Nation;Nikhil Advani;Multi Nation
407;Beyond Borders;11705002;4430101;Dram;127;2003;Multi Nation;Martin Campbell;Multi Nation
408;A Touch of Spice;10395779;;Dram;108;2003;Multi Nation;Tassos Baulmetis;Multi Nation
409;Thirteen;10128960;4601043;Dram;100;2003;Multi Nation;Catherine Hardwicke;Multi Nation
410;Elephant;10012022;1266955;Dram;81;2003;ABD;Gus Van Sant;ABD
411;My Life Without Me;9726954;400948;Dram;106;2003;Multi Nation;Isabel Coixet;Multi Nation
412;Shrek 2;928760770;441226247;Animasyon;93;2004;ABD;Andrew Adamson;ABD
413;Spider-Man 2;788618317;373585825;Aksiyon;202;2004;ABD;Sam Raimi;ABD
414;The Incredibles;631442092;261441092;Animasyon;115;2004;ABD;Brad Bird;ABD
415;The Day After Tomorrow;552639571;186740799;Bilim Kurgu;124;2004;ABD;Roland Emmerich;ABD
416;Meet the Fockers;522657936;279261160;Komedi;115;2004;ABD;Jay Roach;ABD
417;Troy;497409852;133378256;Aksiyon;196;2004;Multi Nation;Wolfgang Petersen;Multi Nation
418;Shark Tale;374583879;160861908;Animasyon;90;2004;ABD;Vicky Jenson;ABD
419;Ocean's Twelve;362744280;125544280;Gerilim;125;2004;ABD;Steven Soderbergh;ABD
420;I, Robot;353133898;144801023;Bilim Kurgu;115;2004;Multi Nation;Alex Proyas;Multi Nation
421;National Treasure;347512318;173008894;Aksiyon;131;2004;ABD;Jon Turteltaub;ABD
422;Van Helsing;300157638;120177084;Aksiyon;132;2004;ABD;Stephen Sommers;ABD
423;The Bourne Supremacy;290633422;176241941;Aksiyon;108;2004;Multi Nation;Paul Greengrass;Multi Nation
424;The Polar Express;286000505;162775358;Animasyon;100;2004;ABD;Robert Zemeckis;ABD
425;Fahrenheit 9/11;222446882;119194771;Belgesel;123;2004;ABD;Michael Moore;ABD
426;Collateral;220239925;101005703;Dram;120;2004;ABD;Michael Mann;ABD
427;The Terminal;218685607;77872883;Dram;129;2004;ABD;Steven Spielberg;ABD
428;Million Dollar Baby;216763646;100492203;Dram;132;2004;Multi Nation;Clint Eastwood;Multi Nation
429;The Aviator;213719942;102610330;Dram;170;2004;Multi Nation;Martin Scorsese;Multi Nation
430;King Arthur;203567857;51882244;Aksiyon;126;2004;Multi Nation;Antoine Fuqua;Multi Nation
431;50 First Dates;198413428;120908074;Komedi;99;2004;ABD;Peter Segal;ABD
432;The Grudge;187281115;110359362;Gerilim;92;2004;ABD;Takashi Shimizu;ABD
433;The Grudge;49511319;21221803;Gerilim;92;2004;ABD;Takashi Shimizu;ABD
434;Along Came Polly;178311729;88097164;Komedi;90;2004;ABD;John Hamburg;ABD
435;Starsky & Hutch;170268750;88237754;Komedi;101;2004;ABD;Todd Phillips;ABD
436;Shall We Dance;170128460;57890460;Dram;107;2004;ABD;Peter Chelsom;ABD
437;Dodgeball: A True Underdog Story;168423227;114326736;Komedi;92;2004;Multi Nation;Rawson Marshall Thurber;Multi Nation
438;Alexander;167298192;34297191;Aksiyon;175;2004;Multi Nation;Oliver Stone;Multi Nation
439;The SpongeBob SquarePants Movie;140192993;85417988;Animasyon;87;2004;ABD;Stephen Hillenburg;ABD
440;The Princess Diaries 2: Royal Engagement;134734481;95170481;Aile;113;2004;ABD;Garry Marshall;ABD
441;Blade: Trinity;131883935;52411906;Aksiyon;123;2004;ABD;David S. Goyer;ABD
442;Mean Girls;130125829;86058055;Komedi;97;2004;Multi Nation;Mark Waters;Multi Nation
443;Resident Evil: Apocalypse;129342769;51201453;Bilim Kurgu;94;2004;Multi Nation;Alexander Witt;Multi Nation
444;Ray;123971376;75331600;Dram;152;2004;ABD;Taylor Hackford;ABD
445;The Notebook;117812623;81001787;Dram;123;2004;ABD;Nick Cassavetes;ABD
446;The Forgotten;117592831;67133509;Bilim Kurgu;91;2004;ABD;Joseph Ruben;ABD
447;Finding Neverland;116650613;51680613;Dram;106;2004;Multi Nation;Marc Forster;Multi Nation
448;Closer;115505027;33987757;Dram;104;2004;Multi Nation;Mike Nichols;Multi Nation
449;White Chicks;113086475;70831760;Komedi;109;2004;ABD;Keenen Ivory Wayans;ABD
450;Sideways;109706931;71503593;Dram;127;2004;Multi Nation;Alexander Payne;Multi Nation
451;Hidalgo;108040622;67303450;Aksiyon;136;2004;Multi Nation;Joe Johnston;Multi Nation
452;The Stepford Wives;103370127;59484742;Bilim Kurgu;93;2004;ABD;Frank Oz;ABD
453;Saw;103096345;55185045;Gizem;103;2004;ABD;James Wan;ABD
454;Kung Fu Hustle;100912445;17108591;Aksiyon;99;2004;Multi Nation;Stephen Chow;Multi Nation
455;Ladder 49;100572044;74541707;Aksiyon;115;2004;ABD;Jay Russell;ABD
456;Hellboy;99318987;59623958;Aksiyon;122;2004;ABD;Guillermo del Toro;ABD
457;Hellboy;55064690;21903748;Aksiyon;122;2004;ABD;Guillermo del Toro;ABD
458;The Butterfly Effect;96693417;57938693;Bilim Kurgu;113;2004;Multi Nation;Eric Bress;Multi Nation
459;The Manchurian Candidate;96105910;65955630;Dram;129;2004;ABD;Jonathan Demme;ABD
460;Secret Window;92913171;48022900;Gerilim;96;2004;ABD;David Koepp;ABD
461;Anchorman: The Legend of Ron Burgundy;90649730;85288303;Komedi;95;2004;ABD;Adam McKay;ABD
462;Catwoman;82402379;40202379;Aksiyon;104;2004;ABD;Pitof;ABD
463;Exorcist: The Beginning;78110021;41821986;Gerilim;114;2004;ABD;Renny Harlin;ABD
464;The Ladykillers;76665191;39799191;Gerilim;104;2004;ABD;Joel Coen;ABD
465;Eternal Sunshine of the Spotless Mind;74036715;34400301;Bilim Kurgu;108;2004;ABD;Michel Gondry;ABD
466;Anacondas: The Hunt for the Blood Orchid;70992898;32238923;Aksiyon;94;2004;ABD;Dwight H. Little;ABD
467;A Cinderella Story;70067909;51438175;Aile;95;2004;Multi Nation;Mark Rosman;Multi Nation
468;Taking Lives;65470529;32682342;Gerilim;103;2004;ABD;D.J. Caruso;ABD
469;Two Brothers;62172050;19176754;Aile;109;2004;Multi Nation;Jean-Jacques Annaud;Multi Nation
470;Cellular;57678321;32003620;Aksiyon;94;2004;ABD;David R. Ellis;ABD
471;Walking Tall;57223890;46437717;Aksiyon;86;2004;ABD;Kevin Bray;ABD
472;Spanglish;55470154;42726869;Komedi;130;2004;ABD;James L. Brooks;ABD
473;The Punisher;54700105;33810189;Aksiyon;124;2004;Multi Nation;Jonathan Hensleigh;Multi Nation
474;Open Water;54683487;30610863;Dram;79;2003;ABD;Chris Isaak;ABD
475;You Got Served;50576805;40363810;Dram;95;2004;ABD;Christopher B. Stokes;ABD
476;Raising Helen;49718611;37486512;Dram;119;2004;ABD;Garry Marshall;ABD
477;Wimbledon;41682237;17001133;Komedi;98;2004;Multi Nation;Richard Loncraine;Multi Nation
478;Garden State;35825316;26782316;Dram;102;2004;ABD;Zach Braff;ABD
479;Jersey Girl;35492921;25268157;Dram;102;2004;ABD;Kevin Smith;ABD
480;Alfie;35060882;13399812;Dram;103;2004;Multi Nation;Charles Shyer;Multi Nation
481;Hotel Rwanda;33882243;23530892;Dram;121;2004;Multi Nation;Terry George;Multi Nation
482;Confessions of a Teenage Drama Queen;33251890;29331068;Komedi;89;2004;Multi Nation;Sara Sugarman;Multi Nation
483;The Girl Next Door;30381722;14589444;Komedi;110;2004;Multi Nation;Luke Greenfield;Multi Nation
484;Godsend;30120671;14379751;Bilim Kurgu;102;2004;Multi Nation;Nick Hamm;Multi Nation
485;Agent Cody Banks 2: Destination London;28818995;23630159;Aile;100;2004;ABD;Kevin Allen;ABD
486;Dirty Dancing: Havana Nights;27685016;14161590;Dram;86;2004;ABD;Guy Ferland;ABD
487;Ella Enchanted;27388767;22918387;Aile;96;2004;Multi Nation;Tommy O'Haver;Multi Nation
488;The Whole Ten Yards;26170671;16328471;Gerilim;98;2004;ABD;Howard Deutch;ABD
489;Seed of Chucky;24829644;17083732;Gerilim;86;2004;ABD;Don Mancini;ABD
490;Bride & Prejudice;24716440;6605592;Dram;111;2004;Multi Nation;Gurinder Chadha;Multi Nation
491;Birth;23925492;5095038;Dram;100;2004;Multi Nation;Jonathan Glazer;Multi Nation
492;EuroTrip;22605153;17771387;Komedi;93;2004;ABD;Jeff Schaffer;ABD
493;Wicker Park;21568818;13001257;Dram;114;2004;ABD;Paul McGuigan;ABD
494;New York Minute;21289826;14071441;Komedi;91;2004;ABD;Dennie Gordon;ABD
495;Mindhunters;21148829;4480744;Gerilim;106;2004;Multi Nation;Renny Harlin;Multi Nation
496;2046;19470239;1444588;Bilim Kurgu;124;2004;Multi Nation;Kar-Wai Wong;Multi Nation
497;Vanity Fair;19463185;16136476;Dram;141;2004;Multi Nation;Mira Nair;Multi Nation
498;Catch That Kid;16951702;16703799;Aile;92;2004;Multi Nation;Bart Freundlich;Multi Nation
499;One Missed Call;16367880;;Gerilim;87;2008;Multi Nation;Eric Valette;Multi Nation
500;One Missed Call;45847751;26890041;Gerilim;87;2008;Multi Nation;Eric Valette;Multi Nation
501;Raise Your Voice;14867514;10411980;Aile;103;2004;ABD;Sean McNamara;ABD
502;Soul Plane;14821824;14190750;Komedi;92;2004;ABD;Jessy Terrero;ABD
503;Vizontele Tuuba;13954476;;Dram;119;2003;Türkiye;Y?lmaz Erdo?an;Asia
504;Chasing Liberty;12313323;12195626;Komedi;111;2004;Multi Nation;Andy Cadiff;Multi Nation
505;Layer Cake;11850214;2339957;Dram;105;2004;?ngiltere;Matthew Vaughn;Europe
506;District B13;10976892;1200216;Bilim Kurgu;84;2004;Fransa;Pierre Morel;Europe
507;Harry Potter and the Goblet of Fire;895921036;290013036;Fantastik;157;2005;Multi Nation;Mike Newell;Multi Nation
508;King Kong;556906378;218080025;Aksiyon;187;2005;Multi Nation;Peter Jackson;Multi Nation
509;Madagascar;542063846;193595521;Animasyon;85;2005;ABD;Eric Darnell;ABD
510;Mr. & Mrs. Smith;487287646;186336279;Aksiyon;120;2005;Multi Nation;Doug Liman;Multi Nation
511;Batman Begins;373443774;205343774;Aksiyon;140;2005;Multi Nation;Christopher Nolan;Multi Nation
512;Hitch;371594210;179495555;Dram;118;2005;ABD;Andy Tennant;ABD
513;Fantastic Four;333535934;154696080;Bilim Kurgu;106;2005;Multi Nation;Tim Story;Multi Nation
514;Fantastic Four;167882881;56117548;Bilim Kurgu;106;2005;Multi Nation;Tim Story;Multi Nation
515;Chicken Little;314432837;135386665;Animasyon;81;2005;ABD;Mark Dindal;ABD
516;Wedding Crashers;288467645;209255921;Komedi;119;2005;ABD;David Dobkin;ABD
517;Robots;262511490;128200012;Animasyon;89;2005;ABD;Carlos Saldanha;ABD
518;Constantine;230884728;75976178;Aksiyon;121;2005;Multi Nation;Francis Lawrence;Multi Nation
519;Flightplan;223387299;89707299;Dram;98;2005;ABD;Robert Schwentke;ABD
520;The Pacifier;198636868;113086868;Aile;95;2005;ABD;Adam Shankman;ABD
521;The Longest Yard;191466556;158119460;Komedi;113;2005;ABD;Peter Segal;ABD
522;Brokeback Mountain;178062759;83043761;Dram;134;2005;Multi Nation;Ang Lee;Multi Nation
523;The Ring Two;163995949;76231249;Dram;110;2005;ABD;Hideo Nakata;ABD
524;The Island;162949164;35818913;Bilim Kurgu;136;2005;ABD;Michael Bay;ABD
525;The Island;198326350;670883;Bilim Kurgu;136;2005;ABD;Michael Bay;ABD
526;The Interpreter;162944923;72708161;Gerilim;128;2005;Multi Nation;Sydney Pollack;Multi Nation
527;Sin City;158733820;74103820;Aksiyon;124;2005;ABD;Frank Miller;ABD
528;Bewitched;131426169;63313159;Fantastik;102;2005;ABD;Nora Ephron;ABD
529;Munich;130982129;47403685;Aksiyon;164;2005;Multi Nation;Steven Spielberg;Multi Nation
530;Sahara;119240351;68671925;Aksiyon;124;2005;Multi Nation;Breck Eisner;Multi Nation
531;Corpse Bride;118090836;53359111;Animasyon;77;2005;ABD;Tim Burton;ABD
532;Cinderella Man;108539911;61649911;Dram;144;2005;ABD;Ron Howard;ABD
533;The Amityville Horror;107516369;65233369;Korku;90;2005;ABD;Andrew Douglas;ABD
534;The Brothers Grimm;105316267;37916267;Aksiyon;118;2005;ABD;Terry Gilliam;ABD
535;Guess Who;103121466;68915888;Komedi;105;2005;ABD;Kevin Rodney Sullivan;ABD
536;Just Like Heaven;102854431;48318130;Dram;95;2005;ABD;Mark Waters;ABD
537;Are We There Yet?;97918663;82674398;Aile;95;2005;ABD;Brian Levant;ABD
538;Jarhead;97076152;62658220;Dram;123;2005;Multi Nation;Sam Mendes;Multi Nation
539;Red Eye;96258201;57891803;Gerilim;85;2005;ABD;Wes Craven;ABD
540;Be Cool;95763716;56046979;Komedi;118;2005;ABD;F. Gary Gray;ABD
541;The Skeleton Key;93983911;47907715;Dram;104;2005;Multi Nation;Iain Softley;Multi Nation
542;Syriana;93974620;50824620;Dram;128;2005;ABD;Stephen Gaghan;ABD
543;The Family Stone;92884429;60062868;Dram;103;2005;ABD;Thomas Bezucha;ABD
544;Four Brothers;92374674;74494381;Aksiyon;109;2005;ABD;John Singleton;ABD
545;White Noise;91196419;56386759;Dram;101;2005;Multi Nation;Geoffrey Sax;Multi Nation
546;Racing Stripes;90754475;49772522;Aile;102;2005;ABD;Frederik Du Chau;ABD
547;Transporter 2;89083229;43095856;Aksiyon;87;2005;Multi Nation;Louis Leterrier;Multi Nation
548;Rumor Has It...;88933562;43000262;Komedi;97;2005;Multi Nation;Rob Reiner;Multi Nation
549;Sky High;86369815;63946815;Aile;100;2005;ABD;Mike Mitchell;ABD
550;Match Point;85638656;23151529;Dram;124;2005;Multi Nation;Woody Allen;Multi Nation
551;In Her Shoes;83697473;32880591;Dram;130;2005;ABD;Curtis Hanson;ABD
552;The Constant Gardener;82466670;33579797;Dram;129;2005;Multi Nation;Fernando Meirelles;Multi Nation
553;Stealth;79268322;32116746;Bilim Kurgu;121;2005;ABD;Rob Cohen;ABD
554;Coach Carter;76669554;67264877;Dram;136;2005;Multi Nation;Thomas Carter;Multi Nation
555;Prime;67937494;22827153;Dram;102;2005;ABD;Ben Younger;ABD
556;Boogeyman;67192859;46752382;Dram;89;2005;ABD;Stephen Kay;ABD
557;Zathura: A Space Adventure;65079104;29258869;Bilim Kurgu;101;2005;ABD;Jon Favreau;ABD
558;Valiant;61746888;19478106;Animasyon;76;2005;Multi Nation;Gary Chapman;Multi Nation
559;Must Love Dogs;58231520;43894863;Komedi;98;2005;ABD;Gary David Goldberg;ABD
560;Doom;58072119;28212337;Bilim Kurgu;105;2005;Multi Nation;Andrzej Bartkowiak;Multi Nation
561;Derailed;57479076;36024076;Dram;108;2005;Multi Nation;Mikael Håfström;Multi Nation
562;The Descent;57051053;26024456;Korku;99;2005;?ngiltere;Neil Marshall;Europe
563;Elektra;56995646;24409722;Bilim Kurgu;97;2005;Multi Nation;Rob Bowman;Multi Nation
564;Elizabethtown;52164016;26850426;Dram;123;2005;ABD;Cameron Crowe;ABD
565;Just Friends;50912434;32619671;Komedi;96;2005;Multi Nation;Roger Kumble;Multi Nation
566;Fever Pitch;50605163;42071069;Dram;104;2005;Multi Nation;Bobby Farrelly;Multi Nation
567;Capote;49327405;28750530;Dram;114;2005;Multi Nation;Bennett Miller;Multi Nation
568;The Wedding Date;47096206;31726995;Komedi;88;2005;ABD;Clare Kilner;ABD
569;Get Rich or Die Tryin';46563961;30985352;Dram;117;2005;ABD;Jim Sheridan;ABD
570;The Fog;46201432;29550869;Gerilim;100;2005;Multi Nation;Rupert Wainwright;Multi Nation
571;Deuce Bigalow: European Gigolo;45109561;22400154;Komedi;83;2005;ABD;Mike Bigelow;ABD
572;A Lot Like Love;42886719;21845719;Dram;107;2005;ABD;Nigel Cole;ABD
573;Oliver Twist;42580321;2080321;Aile;130;2005;Multi Nation;Roman Polanski;Multi Nation
574;Serenity;40445129;25514517;Bilim Kurgu;119;2005;ABD;Joss Whedon;ABD
575;Casanova;37691644;11304403;Dram;112;2005;ABD;Lasse Hallström;ABD
576;Beauty Shop;37245453;36351350;Komedi;105;2005;ABD;Bille Woodruff;ABD
577;The Cave;33296457;15007991;Aksiyon;97;2005;Multi Nation;Bruce Hunt;Multi Nation
578;Cry Wolf;32586408;10047674;Gerilim;90;2005;ABD;Jeff Wadlow;ABD
579;Wolf Creek;30762648;16188180;Gerilim;104;2005;Multi Nation;Greg McLean;Multi Nation
580;Cursed;29621722;19297522;Komedi;97;2005;Multi Nation;Wes Craven;Multi Nation
581;The Upside of Anger;28237488;18761993;Dram;118;2005;ABD;Mike Binder;ABD
582;Ice Princess;27645491;24402491;Aile;98;2005;Multi Nation;Tim Fywell;Multi Nation
583;The Protector;27165581;12044087;Aksiyon;111;2005;Multi Nation;Prachya Pinkaew;Multi Nation
584;North Country;25211175;18337722;Dram;126;2005;ABD;Niki Caro;ABD
585;Hustle & Flow;23563727;22202809;Dram;116;2005;ABD;Craig Brewer;ABD
586;Domino;22944502;10169202;Aksiyon;127;2005;Multi Nation;Tony Scott;Multi Nation
587;The Jacket;21126225;6303762;Bilim Kurgu;103;2005;Multi Nation;John Maybury;Multi Nation
588;The Devil's Rejects;20901859;17044981;Dram;107;2005;Multi Nation;Rob Zombie;Multi Nation
589;The Perfect Man;19770475;16535005;Aile;100;2005;ABD;Mark Rosman;ABD
590;The Weather Man;19126398;12482775;Dram;101;2005;Multi Nation;Gore Verbinski;Multi Nation
591;Waiting...;18637690;16124543;Komedi;94;2005;ABD;Rob McKittrick;ABD
592;An Unfinished Life;18618284;8586392;Dram;108;2005;Multi Nation;Lasse Hallström;Multi Nation
