;Name;Worldwide;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Sava?;MovieType_Western
1687;Journey 2: The Mysterious Island;335260290;94;2012;ABD;"Eric Brevig
                                        ,                                                                                                                     Brad Peyton";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1688;The Expendables 2;314975955;103;2012;Multi Nation;Simon West;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1689;Rise of the Guardians;306941670;97;2012;ABD;Peter Ramsey;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1690;Battleship;303025485;131;2012;Multi Nation;Peter Berg;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1691;John Carter;284139100;132;2012;ABD;Andrew Stanton;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1692;The Bourne Legacy;276144750;135;2012;ABD;Tony Gilroy;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1693;Lincoln;275293450;150;2012;Multi Nation;Steven Spielberg;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1694;Dark Shadows;245527149;113;2012;ABD;Tim Burton;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1695;Resident Evil: Retribution;240159255;95;2012;Multi Nation;Paul W.S. Anderson;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1696;Silver Linings Playbook;236412453;122;2012;ABD;David O. Russell;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1697;Argo;232325503;120;2012;Multi Nation;Ben Affleck;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1698;Jack Reacher;218340595;130;2012;ABD;Christopher McQuarrie;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1699;Safe House;208076205;115;2012;ABD;Daniel Espinosa;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1700;21 Jump Street;201585328;109;2012;ABD;"Chris Miller
                                        ,                                                                                                                     Phil Lord";0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1701;The Vow;196114570;104;2012;ABD;Michael Sucsy;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1702;Mirror Mirror;183018522;106;2012;ABD;Tarsem Singh;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1703;The Dictator;179379533;83;2012;ABD;Larry Charles;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1704;Looper;176506819;118;2012;ABD;Rian Johnson;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1705;Magic Mike;167221571;110;2012;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1706;Flight;161772375;138;2012;ABD;Robert Zemeckis;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1707;Underworld: Awakening;160112671;88;2012;ABD;"Måns Mårlind
                                        ,                                                                                                                     Björn Stein";0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1708;This Means War;156491279;98;2012;ABD;McG;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1709;Paranormal Activity 4;142802657;87;2012;ABD;"Henry Joost
                                        ,                                                                                                                     Ariel Schulman";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1710;Step Up Revolution;140470746;99;2012;ABD;Scott Speer;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1711;Last Vegas;134402450;105;2013;ABD;Jon Turteltaub;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1712;Zero Dark Thirty;132820716;157;2012;ABD;Kathryn Bigelow;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1713;Ghost Rider: Spirit of Vengeance;132563930;96;2011;ABD;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1714;Cloud Atlas;130482868;172;2012;Multi Nation;"Tom Tykwer
                                        ,                                                                                                                     Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1715;The Woman in Black;128955898;95;2012;Multi Nation;James Watkins;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1716;Chronicle;126636097;84;2012;ABD;Josh Trank;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1717;Abraham Lincoln: Vampire Hunter;116471580;105;2012;ABD;Timur Bekmambetov;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1718;Pitch Perfect;115350426;112;2012;ABD;Jason Moore;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1719;ParaNorman;107139399;90;2012;ABD;"Sam Fell
                                        ,                                                                                                                     Chris Butler (i)";0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1720;Project X;102731865;88;2012;ABD;Nima Nourizadeh;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1721;The Devil Inside;101758490;83;2012;ABD;William Brent Bell;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1722;The Lucky One;99357138;101;2012;ABD;Scott Hicks;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1723;Contraband;96262212;109;2012;Multi Nation;Baltasar Kormákur;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1724;The Possession;85446075;92;2012;Multi Nation;Ole Bornedal;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1725;Savages;82966152;131;2012;ABD;Oliver Stone;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1726;Sinister;82515113;110;2012;Multi Nation;Scott Derrickson;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1727;The Grey;79781695;117;2011;Multi Nation;Joe Carnahan;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1728;Diary of a Wimpy Kid: Dog Days;77229695;94;2012;ABD;David Bowers;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1729;To Rome with Love;73244881;111;2012;Multi Nation;Woody Allen;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1730;The Watch;68267862;102;2012;ABD;"Akiva Schaffer
                                        ,                                                                                                                     Peter Segal";0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1731;Moonrise Kingdom;68263166;94;2012;ABD;Wes Anderson;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1732;That's My Boy;57719093;116;2012;ABD;Sean Anders;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1733;Lawless;55404159;116;2012;ABD;John Hillcoat;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1734;End of Watch;55078146;109;2012;ABD;David Ayer;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1735;Red Dawn;50950296;93;2012;ABD;Dan Bradley;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1736;Safe;41564670;94;2012;ABD;Boaz Yakin;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1737;Dredd;41037742;95;2012;Multi Nation;Pete Travis;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1738;Chernobyl Diaries;38390020;88;2012;ABD;Bradley Parker;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1739;Killing Them Softly;37930465;97;2012;ABD;Andrew Dominik;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1740;The Tower;36512327;121;2012;Güney Kore;Kim Ji-hoon (ii);0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1741;Alex Cross;34618867;101;2012;ABD;Rob Cohen;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1742;Lockout;32948113;95;2012;Multi Nation;"James Mather
                                        ,                                                                                                                     Stephen St. Leger";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1743;Movie 43;32438988;90;2013;ABD;"Elizabeth Banks
                                        ,                                                                                                                     Steven Brill";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1744;Seven Psychopaths;32226382;110;2012;Multi Nation;Martin McDonagh;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1745;Premium Rush;31083599;91;2012;ABD;David Koepp;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1746;Playing for Keeps;30962335;106;2012;ABD;Gabriele Muccino;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1747;The Raven;29699345;111;2012;Multi Nation;James McTeigue;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1748;Amour;29652180;127;2012;Multi Nation;Michael Haneke;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1749;The Master;28258060;137;2012;ABD;Paul Thomas Anderson;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1750;Hitchcock;27039669;98;2012;ABD;Sacha Gervasi;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1751;Upside Down;22187813;104;2012;Multi Nation;Juan Diego Solanas;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1752;Beasts of the Southern Wild;21107746;93;2012;ABD;Benh Zeitlin;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1753;Frozen;1280802282;93;2010;ABD;Adam Green;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1754;Frozen;1280802282;102;2013;ABD;"Chris Buck
                                        ,                                                                                                                     Jennifer Lee (i)";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1755;Iron Man 3;1214811252;132;2013;ABD;Shane Black;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1756;Despicable Me 2;970766005;111;2013;ABD;"Pierre Coffin
                                        ,                                                                                                                     Chris Renaud";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1757;The Hobbit: The Desolation of Smaug;958366855;161;2013;ABD;Peter Jackson;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1758;The Hunger Games: Catching Fire;865011746;146;2013;ABD;Francis Lawrence;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1759;Monsters University;743559607;104;2013;ABD;Dan Scanlon;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1760;Gravity;723192705;91;2013;Multi Nation;Alfonso Cuarón;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1761;Thor: The Dark World;644783140;115;2013;ABD;Alan Taylor;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1762;The Croods;587204668;98;2013;ABD;"Kirk De Micco
                                        ,                                                                                                                     Chris Sanders";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1763;World War Z;540007876;116;2013;Multi Nation;Marc Forster;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1764;Star Trek Into Darkness;467365246;132;2013;ABD;J.J. Abrams;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1765;The Wolverine;414828246;126;2013;ABD;James Mangold;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1766;Pacific Rim;411002906;131;2013;ABD;Guillermo del Toro;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1767;The Wolf of Wall Street;392000694;180;2013;ABD;Martin Scorsese;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1768;G.I. Joe: Retaliation;375740705;110;2013;Multi Nation;Jon M. Chu;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1769;The Great Gatsby;353641895;143;2013;Multi Nation;Baz Luhrmann;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1770;Now You See Me;351723989;115;2013;ABD;Louis Leterrier;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1771;The Smurfs 2;347545360;105;2013;ABD;Raja Gosnell;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1772;The Conjuring;319494638;112;2013;ABD;James Wan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1773;A Good Day to Die Hard;304654182;98;2013;ABD;John Moore;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1774;Oblivion;286168572;124;2013;ABD;Joseph Kosinski;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1775;Elysium;286140700;109;2013;ABD;Neill Blomkamp;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1776;Turbo;282570682;112;2013;ABD;David Soren;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1777;Epic;268426634;102;2013;ABD;Chris Wedge;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1778;The Lone Ranger;260502115;135;2013;ABD;Gore Verbinski;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1779;American Hustle;251171807;138;2013;ABD;David O. Russell;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1780;Grown Ups 2;246984278;101;2013;ABD;Dennis Dugan;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1781;After Earth;243611982;100;2013;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1782;Planes;239258712;91;2013;ABD;Klay Hall;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1783;The Heat;229930771;117;2013;Multi Nation;Paul Feig;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1784;Captain Phillips;218791811;134;2013;ABD;Paul Greengrass;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1785;White House Down;205366737;131;2013;ABD;Roland Emmerich;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1786;Percy Jackson: Sea of Monsters;199850315;106;2013;ABD;Thor Freudenthal;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1787;Identity Thief;173965010;111;2013;ABD;Seth Gordon;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1788;Olympus Has Fallen;170270201;120;2013;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1789;Insidious: Chapter 2;161919318;106;2013;ABD;James Wan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1790;Lone Survivor;154802912;121;2013;ABD;Peter Berg;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1791;47 Ronin;151783839;119;2013;Multi Nation;Carl Rinsch;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1792;Mama;146428180;100;2013;Multi Nation;Andrés Muschietti;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1793;Escape Plan;137328301;115;2013;ABD;Mikael Håfström;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1794;2 Guns;131940411;109;2013;ABD;Baltasar Kormákur;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1795;Ender's Game;125544024;114;2013;ABD;Gavin Hood;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1796;Prisoners;122126687;153;2013;ABD;Denis Villeneuve;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1797;Saving Mr. Banks;117867984;125;2013;Multi Nation;John Lee Hancock;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1798;Warm Bodies;116980662;97;2013;ABD;Jonathan Levine;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1799;Blue Jasmine;99104804;99;2013;ABD;Woody Allen;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1800;Safe Haven;97594140;115;2013;ABD;Lasse Hallström;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1801;Evil Dead;97542952;91;2013;ABD;Fede Álvarez;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1802;42;97470701;128;2013;ABD;Brian Helgeland;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1803;The Internship;93492844;119;2013;ABD;Shawn Levy;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1804;The Purge;89328627;86;2013;Multi Nation;James DeMonaco;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1805;Dhoom 3;88031955;171;2013;Hindistan;Vijay Krishna Acharya;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1806;Pain & Gain;87305549;129;2013;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1807;About Time;87100449;123;2013;?ngiltere;Richard Curtis;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1808;Snowpiercer;86758912;127;2013;Multi Nation;Bong Joon-ho;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1809;Carrie;84790678;100;2013;ABD;Kimberly Peirce;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1810;Carrie;84790678;132;2002;Multi Nation;David Carson;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1811;Miracle in Cell No. 7;82101723;127;2013;Güney Kore;Lee Hwan-kyung;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1812;The Family;78418811;111;2013;Multi Nation;Luc Besson;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1813;R.I.P.D.;78324220;96;2013;ABD;Robert Schwentke;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1814;The Book Thief;76586316;131;2013;Multi Nation;Brian Percival;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1815;The Counselor;71009334;137;2013;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1816;The Call;68572631;94;2013;ABD;Brad Anderson;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1817;Stalingrad;68316452;134;1993;Almanya;Joseph Vilsmaier;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1818;Side Effects;63414135;106;2013;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1819;Runner Runner;62675095;91;2013;ABD;Brad Furman;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1820;The Legend of Hercules;61279452;99;2014;Multi Nation;Renny Harlin;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1821;Kick-Ass 2;60795985;103;2013;Multi Nation;Jeff Wadlow;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1822;A Haunted House;60159584;86;2013;ABD;Michael Tiddes;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1823;Beautiful Creatures;60052138;124;2013;ABD;Richard LaGravenese;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1824;Snitch;57824674;112;2013;ABD;Ric Roman Waugh;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1825;The Physician;57284237;155;2013;Almanya;Philipp Stölzl;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1826;Dallas Buyers Club;55198285;117;2013;ABD;Jean-Marc Vallee;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1827;Delivery Man;53120346;105;2013;Multi Nation;Ken Scott;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1828;Her;48517427;126;2013;ABD;Spike Jonze;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1829;Homefront;48449416;100;2013;ABD;Gary Fleder;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1830;The Last Stand;48330757;107;2013;ABD;Kim Ji-woon;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1831;Parker;46922566;118;2013;ABD;Taylor Hackford;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1832;The World's End;46089287;109;2013;?ngiltere;Edgar Wright;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1833;Jobs;42128352;128;2013;ABD;Joshua Michael Stern;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1834;No Man's Land;41807712;98;2001;Multi Nation;Danis Tanovi?;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1835;Don Jon;39439355;90;2013;ABD;Joseph Gordon-Levitt;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1836;Broken City;34737199;109;2013;ABD;Allen Hughes;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1837;Inside Llewyn Davis;32935319;104;2013;Multi Nation;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1838;Spring Breakers;31724284;94;2012;Multi Nation;Harmony Korine;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1839;Mandela: Long Walk to Freedom;27985788;141;2013;Multi Nation;Justin Chadwick;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1840;Dark Skies;27858103;97;2013;ABD;Scott Charles Stewart;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1841;The Incredible Burt Wonderstone;27437881;100;2013;ABD;Don Scardino;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1842;You're Next;26895481;94;2011;Multi Nation;Adam Wingard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1843;Trance;24261569;101;2013;Multi Nation;Danny Boyle;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1844;Transformers: Age of Extinction;1104054072;165;2014;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1845;Guardians of the Galaxy;772776600;121;2014;ABD;James Gunn;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1846;Maleficent;758410378;97;2014;ABD;Robert Stromberg;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;The Hunger Games: Mockingjay - Part 1;755356711;123;2014;Multi Nation;Francis Lawrence;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1848;X-Men: Days of Future Past;746045700;132;2014;ABD;Bryan Singer;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1849;Captain America: The Winter Soldier;714421503;138;2014;ABD;"Anthony Russo
                                        ,                                                                                                                     Joe Russo";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1850;Dawn of the Planet of the Apes;710644566;130;2014;ABD;Matt Reeves;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1851;The Amazing Spider-Man 2;708982323;141;2014;ABD;Marc Webb;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1852;Interstellar;681070397;169;2014;Multi Nation;Christopher Nolan;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1853;Big Hero 6;657827828;102;2014;ABD;"Don Hall
                                        ,                                                                                                                     Chris Williams";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1854;How to Train Your Dragon 2;621537519;102;2014;ABD;Dean DeBlois;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1855;American Sniper;547626372;133;2014;ABD;Clint Eastwood;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1856;Rio 2;498781117;102;2014;ABD;Carlos Saldanha;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1857;The Lego Movie;468060692;100;2014;Multi Nation;"Phil Lord
                                        ,                                                                                                                     Chris Miller
                                        ,                                                                                                                     Chris McKay";0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1858;Lucy;458863600;89;2014;Fransa;Luc Besson;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
