;Name;Worldwide;Domestic;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Savas
1408;Spring Breakers;31724284;14124284;94;2012;Multi Nation;Harmony Korine;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1409;Mandela: Long Walk to Freedom;27985788;8323085;141;2013;Multi Nation;Justin Chadwick;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1410;Dark Skies;27858103;17418667;97;2013;ABD;Scott Charles Stewart;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1411;The Incredible Burt Wonderstone;27437881;22537881;100;2013;ABD;Don Scardino;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1412;You're Next;26895481;18494006;94;2011;Multi Nation;Adam Wingard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1413;Trance;24261569;2328743;101;2013;Multi Nation;Danny Boyle;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1414;Transformers: Age of Extinction;1104054072;245439076;165;2014;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1415;Guardians of the Galaxy;772776600;333176600;121;2014;ABD;James Gunn;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1416;Maleficent;758410378;241410378;97;2014;ABD;Robert Stromberg;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1417;The Hunger Games: Mockingjay - Part 1;755356711;337135885;123;2014;Multi Nation;Francis Lawrence;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1418;X-Men: Days of Future Past;746045700;233921534;132;2014;ABD;Bryan Singer;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1419;Captain America: The Winter Soldier;714421503;259766572;138;2014;ABD;"Anthony Russo
                                        ,                                                                                                                     Joe Russo";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1420;Dawn of the Planet of the Apes;710644566;208545589;130;2014;ABD;Matt Reeves;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1421;The Amazing Spider-Man 2;708982323;202853933;141;2014;ABD;Marc Webb;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1422;Interstellar;681070397;188020017;169;2014;Multi Nation;Christopher Nolan;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1423;Big Hero 6;657827828;222527828;102;2014;ABD;"Don Hall
                                        ,                                                                                                                     Chris Williams";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1424;How to Train Your Dragon 2;621537519;177002924;102;2014;ABD;Dean DeBlois;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1425;American Sniper;547626372;350126372;133;2014;ABD;Clint Eastwood;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1426;Rio 2;498781117;131538435;102;2014;ABD;Carlos Saldanha;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1427;The Lego Movie;468060692;257760692;100;2014;Multi Nation;"Phil Lord
                                        ,                                                                                                                     Chris Miller
                                        ,                                                                                                                     Chris McKay";0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1428;Lucy;458863600;126663600;89;2014;Fransa;Luc Besson;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1429;Penguins of Madagascar;373515621;83850911;91;2014;ABD;"Simon J. Smith
                                        ,                                                                                                                     Eric Darnell";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1430;Edge of Tomorrow;370541256;100206256;114;2014;ABD;Doug Liman;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1431;Gone Girl;369330363;167767189;149;2014;ABD;David Fincher;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1432;Night at the Museum: Secret of the Tomb;363204635;113746621;97;2014;Multi Nation;Shawn Levy;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1433;Noah;359200044;101200044;138;2014;ABD;Darren Aronofsky;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1434;The Maze Runner;348319861;102427862;113;2014;Multi Nation;Wes Ball;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1435;300: Rise of an Empire;337580051;106580051;102;2014;ABD;Noam Murro;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1436;22 Jump Street;331333876;191719337;112;2014;ABD;"Phil Lord
                                        ,                                                                                                                     Chris Miller";0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1437;The Fault in Our Stars;307166834;124872350;126;2014;ABD;Josh Boone;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1438;Divergent;288885818;150947895;139;2014;ABD;Neil Burger;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1439;Mr. Peabody & Sherman;275698039;111506430;92;2014;ABD;Rob Minkoff;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1440;Neighbors;270665134;150157400;97;2014;ABD;Nicholas Stoller;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1441;Exodus: Gods and Kings;268175631;65014513;150;2014;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1442;Annabelle;257047661;84273813;99;2014;ABD;John R. Leonetti;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1443;RoboCop;242688965;58607007;117;2014;Multi Nation;José Padilha;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1444;The Imitation Game;233555708;91125683;113;2014;Multi Nation;Morten Tyldum;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1445;Non-Stop;222809600;92168600;106;2014;Multi Nation;Jaume Collet-Serra;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1446;Dracula Untold;217124280;56280355;92;2014;ABD;Gary Shore;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1447;The Expendables 3;214657577;39322544;126;2014;Multi Nation;Patrick Hughes;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1448;Into the Woods;212902372;128002372;125;2014;ABD;Rob Marshall;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1449;Fury;211817906;85817906;134;2014;Multi Nation;David Ayer;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1450;Need for Speed;203277636;43577636;132;2014;Multi Nation;Scott Waugh;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1451;The Other Woman;196710396;83911193;109;2014;ABD;Nick Cassavetes;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1452;The Other Woman;196710396;83911193;98;2009;ABD;"Jason Priestley
                                        ,                                                                                                                     Don Roos";0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1453;The Equalizer;192330738;101530738;132;2014;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1454;The Grand Budapest Hotel;172936941;59301324;100;2014;Multi Nation;Wes Anderson;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1455;Dumb and Dumber To;169837010;86208010;110;2014;ABD;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1456;Into the Storm;161502194;47602194;89;2014;ABD;Steven Quale;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1457;Unbroken;161459297;115637895;137;2014;ABD;Angelina Jolie;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1458;The Monuments Men;155641650;78031620;118;2014;Multi Nation;George Clooney;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1459;Ride Along;154468902;134938200;160;2014;ABD;Tim Story;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1460;Let's Be Cops;138224951;82390774;104;2014;ABD;Luke Greenfield;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1461;Jack Ryan: Shadow Recruit;135503748;50577412;105;2014;Multi Nation;Kenneth Branagh;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1462;Blended;127994610;46294610;117;2014;ABD;Frank Coraci;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1463;Sex Tape;126069509;38543473;94;2014;ABD;Jake Kasdan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1464;The Theory of Everything;123726688;35893537;123;2014;?ngiltere;James Marsh;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1465;Pompeii;117831631;23219748;105;2014;Multi Nation;Paul W.S. Anderson;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1466;Seventh Son;114178613;17223265;102;2014;Multi Nation;Sergey Bodrov;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1467;The Purge: Anarchy;111928365;71962800;104;2014;Multi Nation;James DeMonaco;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1468;Horrible Bosses 2;107645357;54445357;108;2014;ABD;Seth Gordon;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1469;Transcendence;103039258;23022309;119;2014;Multi Nation;Wally Pfister;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1470;Deliver Us from Evil;87937815;30577122;118;2014;ABD;Scott Derrickson;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1471;Deliver Us from Evil;33718703;;118;2014;ABD;Scott Derrickson;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1472;A Million Ways to Die in the West;87189756;43139300;115;2014;ABD;Seth MacFarlane;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1473;John Wick;86013056;43037835;101;2014;ABD;"David Leitch
                                        ,                                                                                                                     Chad Stahelski";0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1474;The Judge;84419388;47119388;141;2014;ABD;David Dobkin;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1475;If I Stay;78274843;50474843;106;2014;ABD;R.J. Cutler;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1476;I, Frankenstein;76801179;19075290;92;2014;Multi Nation;Stuart Beattie;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1477;Crimson Peak;74679822;31090320;119;2015;ABD;Guillermo del Toro;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1478;Brick Mansions;71416730;20396829;91;2014;Multi Nation;Camille Delamarre;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1479;The Giver;66980456;45090374;97;2014;ABD;Phillip Noyce;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1480;Selma;66787908;52076908;127;2014;Multi Nation;Ava DuVernay;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1481;The Walk;61181942;10137502;123;2015;ABD;Robert Zemeckis;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1482;St. Vincent;54837234;44137712;102;2014;ABD;Theodore Melfi;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1483;No Good Deed;54323210;52543632;97;2002;ABD;Bob Rafelson;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1484;3 Days to Kill;53260230;30697999;113;2014;Multi Nation;McG;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1485;Wild;52501541;37880356;115;2014;ABD;Jean-Marc Vallee;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1486;Whiplash;48982041;13092000;107;2014;ABD;Damien Chazelle;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1487;Chef;48428048;31424003;114;2014;ABD;Jon Favreau;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1488;Boyhood;48137666;25352281;166;2014;ABD;Richard Linklater;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1489;Nightcrawler;47425835;32381217;118;2014;ABD;Dan Gilroy;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1490;Oculus;44446287;27695246;104;2013;ABD;Mike Flanagan;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1491;As Above, So Below;41898409;21321100;93;2014;Multi Nation;John Erick Dowdle;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1492;Sin City: A Dame to Kill For;39407616;13757804;102;2014;ABD;"Frank Miller
                                        ,                                                                                                                     Robert Rodriguez";0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1493;The Best of Me;38609668;26766213;118;2014;ABD;Michael Hoffman;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1494;Million Dollar Arm;38483455;36457627;124;2014;ABD;Craig Gillespie;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1495;The Water Diviner;35396641;4196641;112;2014;Multi Nation;Russell Crowe;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1496;Endless Love;34718173;23438250;103;2014;ABD;Shana Feste;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1497;Winter's Tale;30800231;12600231;118;2014;ABD;Akiva Goldsman;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1498;Big Eyes;29253166;14482031;106;2014;Multi Nation;Tim Burton;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1499;Love, Rosie;25574387;20431;102;2014;Multi Nation;Christian Ditter;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1500;Star Wars: Episode VII - The Force Awakens;2068223624;936662225;141;2015;ABD;J.J. Abrams;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1501;Jurassic World;1670400637;652270625;124;2015;ABD;Colin Trevorrow;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1502;Furious 7;1515047671;353007020;137;2015;ABD;James Wan;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1503;Avengers: Age of Ultron;1402805868;459005868;144;2015;ABD;Joss Whedon;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1504;Minions;1159398397;336045770;91;2015;ABD;"Kyle Balda
                                        ,                                                                                                                     Pierre Coffin";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1505;Spectre;880674609;200074609;148;2015;Multi Nation;Sam Mendes;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1506;Inside Out;857611174;356461711;95;2015;ABD;"Pete Docter
                                        ,                                                                                                                     Ronaldo Del Carmen";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1507;Mission: Impossible - Rogue Nation;682714267;195042377;131;2015;ABD;Christopher McQuarrie;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1508;The Hunger Games: Mockingjay - Part 2;653428261;281723902;137;2015;Multi Nation;Francis Lawrence;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1509;The Martian;630161890;228433663;151;2015;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1510;Fifty Shades of Grey;569651467;166167230;125;2015;ABD;Sam Taylor-Johnson;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1511;Cinderella;542351353;201151353;105;2015;Multi Nation;Kenneth Branagh;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1512;The Revenant;532950503;183637894;157;2015;Multi Nation;Alejandro González Iñárritu;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1513;Hotel Transylvania 2;474800000;169700110;89;2015;ABD;Genndy Tartakovsky;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1514;San Andreas;474590832;155190832;114;2015;Multi Nation;Brad Peyton;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1515;Kingsman: The Secret Service;414351546;128261724;129;2014;Multi Nation;Matthew Vaughn;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1516;Home;386041607;177397510;93;2015;ABD;Tim Johnson;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1517;Mad Max: Fury Road;379436354;153636354;121;2015;Multi Nation;George Miller;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1518;Taken 3;326479141;89256424;109;2014;Multi Nation;Olivier Megaton;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1519;Maze Runner: The Scorch Trials;312296056;81697192;131;2015;ABD;Wes Ball;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1520;Pitch Perfect 2;287144079;184296230;115;2015;ABD;Elizabeth Banks;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1521;Pixels;244874809;78747585;105;2015;Multi Nation;Chris Columbus;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1522;Spy;235666219;110825712;120;2015;ABD;Paul Feig;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1523;Ted 2;215863606;81476385;115;2015;ABD;Seth MacFarlane;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1524;Tomorrowland;209035668;93436322;130;2015;ABD;Brad Bird;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1525;The Intern;194764672;75764672;121;2015;ABD;Nancy Meyers;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1526;Jupiter Ascending;184287723;47387723;127;2015;ABD;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1527;Creed;174167581;109767581;132;2015;ABD;Ryan Coogler;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1528;Bridge of Spies;165478348;72313754;141;2015;Multi Nation;Steven Spielberg;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1529;Focus;159162963;53862963;104;2015;ABD;"Glenn Ficarra
                                        ,                                                                                                                     John Requa";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1530;The Hateful Eight;155760117;54117416;183;2015;ABD;Quentin Tarantino;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1531;Gods of Egypt;150680864;31153464;127;2016;Multi Nation;Alex Proyas;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1532;The Last Witch Hunter;146936910;27367660;106;2015;Multi Nation;Breck Eisner;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1533;The Big Short;133440870;70259870;130;2015;ABD;Adam McKay;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1534;Dragon Blade;122593849;74068;127;2015;Multi Nation;Daniel Lee;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1535;Insidious: Chapter 3;112983889;52218558;97;2015;Multi Nation;Leigh Whannell;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1536;The Man from U.N.C.L.E.;110045109;45445109;116;2015;ABD;Guy Ritchie;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1537;The 5th Wave;109906372;34916787;112;2016;ABD;J Blakeson;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1538;Vacation;107228221;58884188;99;2015;ABD;"John Francis Daley
                                        ,                                                                                                                     Jonathan Goldstein (i)";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1539;Chappie;102811889;31569268;120;2015;Multi Nation;Neill Blomkamp;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1540;Joy;101134059;56451232;124;2015;ABD;David O. Russell;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1541;Black Mass;99975678;62575678;123;2015;Multi Nation;Scott Cooper;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1542;Spotlight;98690254;45055776;129;2015;Multi Nation;Thomas McCarthy;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1543;The Visit;98450062;65206105;94;2015;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1544;In the Heart of the Sea;94320758;25020758;122;2015;Multi Nation;Ron Howard;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1545;Southpaw;91970827;52421953;123;2015;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1546;Paper Towns;85512300;32000304;109;2015;ABD;Jake Schreier;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1547;Sicario;84872444;46889293;122;2015;Multi Nation;Denis Villeneuve;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1548;Hitman: Agent 47;82347656;22467450;96;2015;Multi Nation;Aleksander Bach;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1549;The Wedding Ringer;79799880;64460211;101;2015;ABD;Jeremy Garelick;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1550;Paranormal Activity: The Ghost Dimension;78903124;18300124;88;2015;ABD;Gregory Plotkin;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1551;Bajrangi Bhaijaan;75547184;8178001;159;2015;Hindistan;Kabir Khan;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1552;The Transporter Refueled;72629670;16029670;95;2015;Multi Nation;Camille Delamarre;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1553;Run All Night;71661644;26461644;114;2015;ABD;Jaume Collet-Serra;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1554;The Danish Girl;64191523;11114018;119;2015;Multi Nation;Tom Hooper;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1555;The Boy;64188367;35819556;97;2016;ABD;William Brent Bell;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1556;The Longest Ride;62944815;37446117;128;2015;ABD;George Tillman Jr.;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1557;Concussion;48623572;34542474;123;2015;Multi Nation;Peter Landesman;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1558;Mortdecai;47275695;7696134;107;2015;ABD;David Koepp;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1559;Still Alice;44779195;18754371;100;2014;Multi Nation;"Richard Glatzer
                                        ,                                                                                                                     Wash Westmoreland";0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1560;Legend;42972994;1872994;131;2015;Multi Nation;Brian Helgeland;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1561;Carol;40272135;12711491;118;2015;Multi Nation;Todd Haynes;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1562;Criminal;38803993;14708696;113;2016;Multi Nation;Ariel Vromen;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1563;The Lazarus Effect;38356892;25801570;83;2015;ABD;David Gelb;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1564;Ex Machina;36869414;25442958;108;2014;Multi Nation;Alex Garland;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1565;Burnt;36606743;13651946;100;2015;ABD;John Wells;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1566;Room;35401758;14677654;118;2015;Multi Nation;Lenny Abrahamson;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1567;Project Almanac;33213241;22348241;106;2015;ABD;Dean Israelite;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1568;Suffragette;31972096;4702420;106;2015;Multi Nation;Sarah Gavron;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1569;Self/less;31807156;12279691;117;2015;ABD;Tarsem Singh;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1570;Mr. Holmes;29355203;17737646;104;2015;Multi Nation;Bill Condon;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1571;American Ultra;27262374;14440985;96;2015;Multi Nation;Nima Nourizadeh;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1572;Captain America: Civil War;1153296293;408084349;151;2016;ABD;"Anthony Russo
                                        ,                                                                                                                     Joe Russo";0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1573;Rogue One: A Star Wars Story;1056057273;532177324;134;2016;ABD;Gareth Edwards;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1574;Finding Dory;1028570889;486295561;97;2016;ABD;"Andrew Stanton
                                        ,                                                                                                                     Angus MacLane";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
