;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
172;206;Cast Away;143;2000;ABD;429632142;William Broyles Jr.;22 Aral?k 2000;Aral?k;winter;Robert Zemeckis;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
175;209;Ocean's Eleven;116;2001;ABD;450717150;"George Clayton Johnson
                                        ";15 ?ubat 2002;?ubat;winter;Steven Soderbergh;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
177;211;Saw VI;90;2009;Multi Nation;68234154;"Patrick Melton
                                        ";11 Aral?k 2009;Aral?k;winter;Kevin Greutert;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
178;212;I, Robot;115;2004;Multi Nation;353133898;"Akiva Goldsman
                                        ";8 Ekim 2004;Ekim;autumn;Alex Proyas;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
179;213;Scary Movie;88;2000;ABD;278019771;"Marlon Wayans
                                        ";6 Ekim 2000;Ekim;autumn;Keenen Ivory Wayans;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
181;215;The Other Boleyn Girl;115;2008;Multi Nation;78199679;Peter Morgan;23 May?s 2008;May?s;spring;Justin Chadwick;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
182;216;Big Fish;125;2003;ABD;123218424;John August;9 Ocak 2004;Ocak;winter;Tim Burton;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
183;217;Iron Man 3;132;2013;ABD;1214811252;"Shane Black
                                        ";3 May?s 2013;May?s;spring;Shane Black;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
184;218;Source Code;94;2011;Multi Nation;147332697;Ben Ripley;8 Nisan 2011;Nisan;spring;Duncan Jones;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
186;221;Transporter 3;104;2008;Multi Nation;108979549;"Luc Besson
                                        ";26 Aral?k 2008;Aral?k;winter;Olivier Megaton;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
187;222;X-Men;104;2000;ABD;296339528;"Bryan Singer
                                        ";14 Temmuz 2000;Temmuz;summer;Bryan Singer;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
188;224;My Sister's Keeper;109;2009;ABD;95714875;"Nick Cassavetes
                                        ";14 A?ustos 2009;A?ustos;summer;Nick Cassavetes;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
190;226;Step Up 2: The Streets;98;2008;ABD;150816700;"Toni Ann Johnson
                                        ";25 Nisan 2008;Nisan;spring;John Chu;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
191;227;Final Destination 2;90;2003;ABD;90941129;"Eric Bress
                                        ";15 A?ustos 2003;A?ustos;summer;David R. Ellis;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
192;228;The Mummy Returns;130;2001;ABD;433013274;Stephen Sommers;18 May?s 2001;May?s;spring;Stephen Sommers;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
193;230;The Italian Job;110;2003;Multi Nation;176070171;"Troy Kennedy-Martin
                                        ";10 Ekim 2003;Ekim;autumn;F. Gary Gray;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
194;231;Cinderella Man;144;2005;ABD;108539911;"Akiva Goldsman
                                        ";16 Eylül 2005;Eylül;autumn;Ron Howard;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
196;233;Scary Movie 4;83;2006;ABD;178262620;"Craig Mazin
                                        ";4 A?ustos 2006;A?ustos;summer;David Zucker;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
197;234;The Bucket List;97;2007;ABD;175372502;Justin Zackham;1 ?ubat 2008;?ubat;winter;Rob Reiner;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
198;235;The Mummy: Tomb Of The Dragon Emperor;112;2008;Multi Nation;403449830;"Alfred Gough
                                        ";1 A?ustos 2008;A?ustos;summer;Rob Cohen;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
199;236;Ocean's Thirteen;122;2007;ABD;311312624;"Brian Koppelman
                                        ";8 Haziran 2007;Haziran;summer;Steven Soderbergh;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
200;237;Crank;88;2006;ABD;42931041;"Brian Taylor
                                        ";1 Eylül 2006;Eylül;autumn;Brian Taylor;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
201;238;Snatch;103;2000;Multi Nation;83557872;Guy Ritchie;10 Kas?m 2000;Kas?m;autumn;Guy Ritchie;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
202;239;Next;96;2007;ABD;77621983;"Paul Bernbaum
                                        ";27 Nisan 2007;Nisan;spring;Lee Tamahori;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
203;240;Lord Of War;122;2005;Multi Nation;72617068;Andrew Niccol;14 Ekim 2005;Ekim;autumn;Andrew Niccol;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
204;241;August Rush;114;2007;ABD;66122026;"James V. Hart
                                        ";29 ?ubat 2008;?ubat;winter;Kirsten Sheridan;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
205;242;The Ring;115;2002;Multi Nation;249348933;"Ehren Kruger
                                        ";28 ?ubat 2003;?ubat;winter;Gore Verbinski;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
208;245;Pearl Harbor;183;2001;ABD;449220945;Randall Wallace;8 Haziran 2001;Haziran;summer;Michael Bay;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0
209;246;Cars;117;2006;ABD;461983149;"John Lasseter
                                        ";15 Eylül 2006;Eylül;autumn;John Lasseter;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
210;247;Scary Movie 3;84;2003;ABD;220673217;"Craig Mazin
                                        ";20 ?ubat 2004;?ubat;winter;David Zucker;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
213;251;The Expendables 2;103;2012;Multi Nation;314975955;"Sylvester Stallone
                                        ";17 A?ustos 2012;A?ustos;summer;Simon West;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
215;254;2 Fast 2 Furious;108;2003;Multi Nation;236350661;"Michael Brandt
                                        ";18 Temmuz 2003;Temmuz;summer;John Singleton;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
216;255;The Incredible Hulk;113;2008;ABD;264770996;Zak Penn;13 Haziran 2008;Haziran;summer;Louis Leterrier;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
217;256;The Bourne Identity;119;2002;Multi Nation;214034224;"Tony Gilroy
                                        ";20 Eylül 2002;Eylül;autumn;Doug Liman;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
219;259;Live Free or Die Hard;128;2007;Multi Nation;388156011;"Mark Bomback
                                        ";28 Haziran 2007;Haziran;summer;Len Wiseman;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
221;261;Clash of the Titans;106;2010;ABD;493214993;"Phil Hay
                                        ";2 Nisan 2010;Nisan;spring;Louis Leterrier;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
222;262;Never Back Down;115;2008;ABD;41627431;Chris Hauty;16 May?s 2008;May?s;spring;Jeff Wadlow;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
223;263;Shrek 2;93;2004;ABD;928760770;"J. David Stem
                                        ";24 A?ustos 2004;A?ustos;summer;Andrew Adamson;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
225;265;Interstellar;169;2014;Multi Nation;681070397;"Jonathan Nolan
                                        ";7 Kas?m 2014;Kas?m;autumn;Christopher Nolan;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
226;266;G.I. Joe: The Rise of Cobra;118;2009;ABD;302469017;"Stuart Beattie
                                        ";7 A?ustos 2009;A?ustos;summer;Stephen Sommers;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
227;267;The Mist;126;2007;ABD;57470220;"Stephen King
                                        ";29 ?ubat 2008;?ubat;winter;Frank Darabont;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
228;269;X2;133;2003;ABD;407711549;"Bryan Singer
                                        ";2 May?s 2003;May?s;spring;Bryan Singer;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
230;271;Step Up;104;2006;ABD;114194847;"Duane Adler
                                        ";8 Eylül 2006;Eylül;autumn;Anne Fletcher;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
231;272;28 Weeks Later;100;2007;Multi Nation;65048678;"Juan Carlos Fresnadillo
                                        ";13 Temmuz 2007;Temmuz;summer;Juan Carlos Fresnadillo;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
233;275;X-Men: First Class;132;2011;ABD;352616690;"Bryan Singer
                                        ";3 Haziran 2011;Haziran;summer;Matthew Vaughn;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
234;276;Finding Nemo;100;2003;ABD;871014978;"Andrew Stanton
                                        ";19 Nisan 2013;Nisan;spring;Andrew Stanton;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
235;278;Captain America: The First Avenger;126;2011;ABD;370569774;"Christopher Markus
                                        ";2 Eylül 2011;Eylül;autumn;Joe Johnston;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
236;281;King Kong;187;2005;Multi Nation;556906378;"Fran Walsh
                                        ";16 Aral?k 2005;Aral?k;winter;Peter Jackson;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
237;282;3:10 To Yuma;122;2007;ABD;70016220;"Halsted Welles
                                        ";2 Kas?m 2007;Kas?m;autumn;James Mangold;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1
238;283;Transporter 2;87;2005;Multi Nation;89083229;"Luc Besson
                                        ";14 Ekim 2005;Ekim;autumn;Louis Leterrier;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
239;284;The Forbidden Kingdom;104;2008;Multi Nation;128779982;John Fusco;9 May?s 2008;May?s;spring;Rob Minkoff;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
240;285;Shrek the Third;93;2007;ABD;813367380;"Chris Miller
                                        ";15 Haziran 2007;Haziran;summer;Raman Hui;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
243;290;Scary Movie 2;83;2001;Multi Nation;141220678;"Marlon Wayans
                                        ";9 Kas?m 2001;Kas?m;autumn;Keenen Ivory Wayans;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
244;291;In Time;109;2011;ABD;173930596;Andrew Niccol;28 Ekim 2011;Ekim;autumn;Andrew Niccol;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
245;292;Secret Window;96;2004;ABD;92913171;David Koepp;18 Haziran 2004;Haziran;summer;David Koepp;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
246;293;Stardust;127;2007;Multi Nation;137515140;Jane Goldman;5 Ekim 2007;Ekim;autumn;Matthew Vaughn;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
247;294;The Holiday;136;2006;ABD;205841885;Nancy Meyers;29 Aral?k 2006;Aral?k;winter;Nancy Meyers;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
248;295;Changeling;141;2008;ABD;113398237;J. Michael Straczynski;30 Ocak 2009;Ocak;winter;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
250;297;War;103;2007;Multi Nation;40481352;"Lee Anthony Smith
                                        ";31 A?ustos 2007;A?ustos;summer;Philip G. Atwell;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
251;298;National Treasure: Book of Secrets;124;2007;ABD;459242249;"Ted Elliott
                                        ";4 Ocak 2008;Ocak;winter;Jon Turteltaub;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
252;299;The Proposal;108;2009;ABD;317375031;Pete Chiarelli;19 Haziran 2009;Haziran;summer;Anne Fletcher;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
253;300;Mirrors;111;2008;Multi Nation;78094714;Alexandre Aja;22 A?ustos 2008;A?ustos;summer;Alexandre Aja;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
254;301;Sherlock Holmes;129;2009;Multi Nation;524028679;"Anthony Peckham
                                        ";15 Ocak 2010;Ocak;winter;Guy Ritchie;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
255;302;Robin Hood;140;2010;Multi Nation;321669741;Brian Helgeland;14 May?s 2010;May?s;spring;Ridley Scott;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
256;303;The Chronicles Of Narnia: The Voyage Of The Dawn Treader;113;2010;Multi Nation;415686217;"Christopher Markus
                                        ";10 Aral?k 2010;Aral?k;winter;Michael Apted;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
258;305;National Treasure;131;2004;ABD;347512318;"Jim Kouf
                                        ";24 Aral?k 2004;Aral?k;winter;Jon Turteltaub;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
259;306;House Of Wax;113;2005;ABD;68766121;"Chad Hayes
                                        ";8 Temmuz 2005;Temmuz;summer;Jaume Collet-Serra;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
260;307;Resident Evil: Retribution;95;2012;Multi Nation;240159255;Paul W.S. Anderson;14 Eylül 2012;Eylül;autumn;Paul W.S. Anderson;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
261;308;Django Unchained;165;2012;ABD;425368238;Quentin Tarantino;1 ?ubat 2013;?ubat;winter;Quentin Tarantino;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
262;309;Lucky Number Slevin;110;2006;Multi Nation;56308881;Jason Smilovic;21 Nisan 2006;Nisan;spring;Paul McGuigan;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
265;312;A.I. Artificial Intelligence;146;2001;ABD;235926552;"Brian Aldiss
                                        ";5 Ekim 2001;Ekim;autumn;Steven Spielberg;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
266;313;Fantastic Four;106;2005;Multi Nation;333535934;"Stan Lee
                                        ";12 A?ustos 2005;A?ustos;summer;Tim Story;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
268;315;Underworld: Rise of the Lycans;92;2009;ABD;92158961;"Dirk Blackman
                                        ";27 Mart 2009;Mart;spring;Patrick Tatopoulos;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
269;316;I Am Number Four;109;2011;ABD;149878437;"Alfred Gough
                                        ";25 Mart 2011;Mart;spring;D.J. Caruso;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
273;321;The Reader;124;2008;Multi Nation;108902486;David Hare;10 Nisan 2009;Nisan;spring;Stephen Daldry;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
274;322;Shooter;124;2007;ABD;95696996;"Jonathan Lemkin
                                        ";11 May?s 2007;May?s;spring;Antoine Fuqua;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
275;324;The Bourne Supremacy;108;2004;Multi Nation;290633422;Tony Gilroy;23 Temmuz 2004;Temmuz;summer;Paul Greengrass;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
277;326;Ice Age: Continental Drift;88;2012;ABD;877244782;"Michael Berg
                                        ";29 Haziran 2012;Haziran;summer;Steve Martino;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
278;327;Rush Hour 3;91;2007;ABD;258097122;"Jeff Nathanson
                                        ";5 Ekim 2007;Ekim;autumn;Brett Ratner;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
280;331;Kung Fu Panda;92;2008;ABD;631744560;"Ethan Reiff
                                        ";4 Temmuz 2008;Temmuz;summer;Mark Osborne;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
281;332;Life of Pi;127;2012;Multi Nation;609016565;David Magee;28 Aral?k 2012;Aral?k;winter;Ang Lee;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
282;333;He's Just Not That Into You;129;2009;ABD;178866158;"Abby Kohn
                                        ";24 Nisan 2009;Nisan;spring;Ken Kwapis;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
283;334;Real Steel;127;2011;Multi Nation;299268508;"Jeremy Leven
                                        ";7 Ekim 2011;Ekim;autumn;Shawn Levy;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
284;335;Toy Story 3;103;2010;ABD;1066969703;"John Lasseter
                                        ";2 Temmuz 2010;Temmuz;summer;Lee Unkrich;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
286;337;Enemy At The Gates;131;2001;Multi Nation;96976270;"Jean-Jacques Annaud
                                        ";20 Nisan 2001;Nisan;spring;Jean-Jacques Annaud;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
287;338;The Uninvited;87;2009;ABD;41633384;"Craig Rosenberg
                                        ";29 May?s 2009;May?s;spring;Charles Guard;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
288;339;The Intouchables;112;2011;Fransa;426588510;"Éric Toledano
                                        ";11 May?s 2012;May?s;spring;Olivier Nakache;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
290;342;The Hobbit: The Battle of The Five Armies;144;2014;ABD;956019788;"Fran Walsh
                                        ";17 Aral?k 2014;Aral?k;winter;Peter Jackson;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
291;343;Now You See Me;115;2013;ABD;351723989;"Ed Solomon
                                        ";31 May?s 2013;May?s;spring;Louis Leterrier;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
292;344;Identity;90;2003;ABD;90259536;Michael Cooney;15 A?ustos 2003;A?ustos;summer;James Mangold;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
293;345;30 Days Of Night;113;2007;ABD;75513170;"Stuart Beattie
                                        ";16 Kas?m 2007;Kas?m;autumn;David Slade;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
295;348;The Smurfs;103;2011;ABD;563749323;"Jay Scherick
                                        ";5 A?ustos 2011;A?ustos;summer;Raja Gosnell;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
296;349;Madagascar;85;2005;ABD;542063846;"Mark Burton
                                        ";3 Haziran 2005;Haziran;summer;Eric Darnell;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
297;350;Crank: High Voltage;96;2009;ABD;34572541;"Brian Taylor
                                        ";8 May?s 2009;May?s;spring;Brian Taylor;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
300;353;Atonement;123;2007;Multi Nation;131016624;Christopher Hampton;26 Ekim 2007;Ekim;autumn;Joe Wright;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
301;354;Ghost Rider: Spirit of Vengeance;96;2011;ABD;132563930;"David S. Goyer
                                        ";17 ?ubat 2012;?ubat;winter;Brian Taylor;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
302;355;Due Date;95;2010;ABD;211780824;"Alan R. Cohen
                                        ";26 Kas?m 2010;Kas?m;autumn;Todd Phillips;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
303;356;Eagle Eye;118;2008;Multi Nation;178767383;"Eli Attie
                                        ";3 Ekim 2008;Ekim;autumn;D.J. Caruso;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
304;359;Ocean's Twelve;125;2004;ABD;362744280;"George Nolfi
                                        ";4 ?ubat 2005;?ubat;winter;Steven Soderbergh;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
306;361;The King's Speech;118;2010;Multi Nation;423999102;David Seidler;18 ?ubat 2011;?ubat;winter;Tom Hooper;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
309;364;Definitely, Maybe;112;2008;Multi Nation;55990299;Adam Brooks;18 Nisan 2008;Nisan;spring;Adam Brooks;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
311;366;Gamer;95;2009;ABD;40828540;"Brian Taylor
                                        ";2 Ekim 2009;Ekim;autumn;Brian Taylor;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
312;367;Rush Hour 2;90;2001;ABD;347325802;"Jeff Nathanson
                                        ";26 Ekim 2001;Ekim;autumn;Brett Ratner;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
314;369;Hitman;100;2007;Multi Nation;101276318;Skip Woods;7 Aral?k 2007;Aral?k;winter;Xavier Gens;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
315;370;The Island;136;2005;ABD;162949164;"Alex Kurtzman
                                        ";2 Eylül 2005;Eylül;autumn;Michael Bay;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
317;373;The Hobbit: The Desolation of Smaug;161;2013;ABD;958366855;"Fran Walsh
                                        ";13 Aral?k 2013;Aral?k;winter;Peter Jackson;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
319;377;Just Like Heaven;95;2005;ABD;102854431;"Leslie Dixon
                                        ";25 Kas?m 2005;Kas?m;autumn;Mark Waters;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
320;378;High School Musical 3: Senior Year;117;2008;ABD;252909177;Peter Barsocchini;14 Kas?m 2008;Kas?m;autumn;Kenny Ortega;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
321;380;Phone Booth;81;2002;ABD;97837138;Larry Cohen;13 Haziran 2003;Haziran;summer;Joel Schumacher;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
322;381;Minority Report;145;2002;ABD;358372926;"Scott Frank
                                        ";27 Eylül 2002;Eylül;autumn;Steven Spielberg;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
323;382;The Time Traveler's Wife;108;2009;ABD;101344412;Bruce Joel Rubin;9 Ekim 2009;Ekim;autumn;Robert Schwentke;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
324;383;Epic Movie;85;2007;ABD;87238158;"Jim Abrahams
                                        ";1 Ocak 2007;Ocak;winter;David Zucker;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
325;384;World War Z;116;2013;Multi Nation;540007876;"Max Brooks
                                        ";21 Haziran 2013;Haziran;summer;Marc Forster;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
326;385;The Book Of Eli;118;2010;ABD;157107755;Gary Whitta;5 ?ubat 2010;?ubat;winter;Albert Hughes;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
329;388;Rise of the Planet of the Apes;105;2011;ABD;481800873;"Amanda Silver
                                        ";5 A?ustos 2011;A?ustos;summer;Rupert Wyatt;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
330;389;The Social Network;121;2010;ABD;224920315;Aaron Sorkin;22 Ekim 2010;Ekim;autumn;David Fincher;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
331;391;Just Go With It;117;2011;ABD;214945591;"Allan Loeb
                                        ";25 Mart 2011;Mart;spring;Dennis Dugan;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
333;393;Silent Hill;125;2006;Multi Nation;100605135;Roger Avary;13 Ekim 2006;Ekim;autumn;Christophe Gans;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
334;394;Valentine's Day;125;2010;ABD;216485654;Katherine Fugate;12 ?ubat 2010;?ubat;winter;Garry Marshall;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
336;397;The Golden Compass;113;2007;Multi Nation;372234864;Chris Weitz;7 Aral?k 2007;Aral?k;winter;Chris Weitz;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0
338;399;The Hills Have Eyes;107;2006;Multi Nation;70008952;"Alexandre Aja
                                        ";12 May?s 2006;May?s;spring;Alexandre Aja;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
339;400;Man On Fire;146;2004;Multi Nation;130834852;Brian Helgeland;17 Eylül 2004;Eylül;autumn;Tony Scott;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
340;401;Final Destination 5;92;2011;ABD;157887643;"Jeffrey Reddick
                                        ";9 Eylül 2011;Eylül;autumn;Steven Quale;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
341;402;The Hunger Games: Catching Fire;146;2013;ABD;865011746;"Simon Beaufoy
                                        ";22 Kas?m 2013;Kas?m;autumn;Francis Lawrence;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
343;404;War Of The Worlds;117;2005;ABD;603873119;"Josh Friedman
                                        ";1 Temmuz 2005;Temmuz;summer;Steven Spielberg;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
